province,district,one_aye,one_aye100,one_nay,one_nay100,two_aye,two_aye100,two_nay,two_nay100
เลย,ปากชม,9282,52.5,8399,47.5,7802,48.58,8259,51.42
เลย,ผาขาว,7780,47.37,8644,52.63,6723,43.78,8633,56.22
เลย,ภูกระดึง,6742,48.46,7171,51.54,5768,44.69,7139,55.31
เลย,ภูเรือ,6362,56.18,4963,43.82,5286,50.51,5180,49.49
เลย,ภูหลวง,5623,49.1,5828,50.9,4748,34.69,8937,65.31
เลย,เมืองเลย,35978,59.31,24683,40.69,31344,55.23,25407,44.77
เลย,วังสะพุง,27275,52.42,24760,47.58,23153,48.1,24984,51.9
เลย,หนองหิน,5610,52.96,4982,47.04,4859,49.15,5027,50.85
เลย,เอราวัณ,5856,43.01,7759,56.99,4897,38.72,7751,61.28
เลย,นอกเขต,653,67.53,314,32.47,585,60.37,384,39.63
ศีรสะเกษ,กันทรลักษ์,39828,51.75,37140,48.25,33756,47.62,37131,52.38
ศีรสะเกษ,กันทรารมย์,17191,42.75,23026,57.25,14203,37.41,23762,62.59
ศีรสะเกษ,ขุขันธ์,22222,38.91,34885,61.09,18828,35.13,34774,64.87
ศีรสะเกษ,ขุนหาญ,17715,43.87,22670,56.13,14709,39.59,22445,60.41
ศีรสะเกษ,น้ำเกลี้ยง,6062,36.54,10526,63.46,5090,33.24,10222,66.76
ศีรสะเกษ,โนนคูณ,5657,35.08,10468,64.92,4516,30.08,10499,69.92
ศีรสะเกษ,บึงบูรพ์,1775,39.66,2701,60.34,1418,33.83,2774,66.17
ศีรสะเกษ,เบญจลักษณ์,6497,43.56,8419,56.44,5536,39.5,8480,60.5
ศีรสะเกษ,ปรางค์กู่,9071,37.3,15247,62.7,7608,33.39,15175,66.61
ศีรสะเกษ,พยุห์,4952,37.44,8276,62.56,4013,33.01,8144,66.99
ศีรสะเกษ,โพธิ์ศรีสุวรรณ,3100,33.97,6026,66.03,2598,30.58,5897,69.42
ศีรสะเกษ,ไพรบึง,7145,39.34,11019,60.66,5944,34.97,11051,65.03
ศีรสะเกษ,ภูสิงห์,7588,39.57,11590,60.43,6319,35.83,11317,64.17
ศีรสะเกษ,เมืองจันทร์,2645,38.78,4176,61.22,2196,35.24,4035,64.76
ศีรสะเกษ,เมืองศีรสะเกษ,31234,51.2,29773,48.8,26709,46.84,30308,53.16
ศีรสะเกษ,ยางชุมน้อย,7170,45.56,8566,54.44,5908,40.54,8666,59.46
ศีรสะเกษ,ราษีไศล,12238,36.91,20919,63.09,9913,32.19,20880,67.81
ศีรสะเกษ,หนองม่วง,6387,32.14,13487,67.86,5211,27.96,13424,72.04
ศีรสะเกษ,ศรีรัตนะ,7490,39.09,11670,60.91,6140,35.07,11369,64.93
ศีรสะเกษ,ศิลาลาด,2547,32.59,5269,67.41,2129,28.93,5229,71.07
ศีรสะเกษ,ห้วยทับทัน,5579,37.22,9411,62.78,4780,34.03,9268,65.97
ศีรสะเกษ,ด่านมะขามเตี้ย,17386,41.12,24900,58.88,14743,36.96,25150,63.04
ศีรสะเกษ,นอกเขต,3020,72.42,1150,27.58,2734,66.8,1359,33.2
ศีรสะเกษ,ด่านซ้าย,16365,65.81,8502,34.19,13869,70.73,5738,29.27
สกลนคร,กุดบาก,7645,57.97,5542,42.03,6280,52.39,5708,47.61
สกลนคร,เจริญศิลป์,6874,42.74,9208,57.26,5726,37.44,9568,62.56
สกลนคร,เต่างอย,5439,51.03,5220,48.97,4583,46.71,5228,53.29
สกลนคร,นิคมน้ำอูน,3333,54.27,2808,45.73,2764,47.56,3048,52.44
สกลนคร,บ้านม่วง,10895,42.72,14607,57.28,9090,37.72,15006,62.28
สกลนคร,พรรณานิคม,16385,48.28,17551,51.72,13944,43.53,18088,56.47
สกลนคร,พังโคน,10526,50.36,10376,49.64,8862,44.49,11057,55.51
สกลนคร,โพนนาแก้ว,6980,48.83,7315,51.17,5928,44.24,7471,55.76
สกลนคร,ภูพาน,7280,52.29,6642,47.71,6088,46.45,7018,53.55
สกลนคร,เมืองสกลนคร,43031,52.4,39082,47.6,37417,47.94,40639,52.06
สกลนคร,วานรนิวาส,21718,46.03,25468,53.97,17785,39.76,26946,60.24
สกลนคร,วาริชภูมิ,10304,45.58,12304,54.42,8603,39.95,12932,60.05
สกลนคร,สว่างแดนดิน,26021,44.4,32581,55.6,22314,40.06,33387,59.94
สกลนคร,ส่องดาว,5240,40.86,7583,59.14,4298,35.86,7689,64.14
สกลนคร,อากาศอำนวย,13954,48.28,14946,51.72,11478,42.05,15818,57.95
สกลนคร,นอกเขต,392,61.15,249,38.85,338,53.14,298,46.86
สงขลา,กระแสสินธุ์,6420,85.94,1050,14.06,5907,84.35,1096,15.65
สงขลา,คลองหอยโข่ง,11398,88.84,1432,11.16,10619,86.52,1655,13.48
สงขลา,ควนเนียง,13898,87.45,1995,12.55,12899,85.55,2178,14.45
สงขลา,จะนะ,32749,65.95,16911,34.05,30576,64.18,17065,35.82
สงขลา,เทพา,22668,66.27,11540,33.73,21121,64.25,11751,35.75
สงขลา,นาทวี,24474,77.2,7228,22.8,22980,75.58,7424,24.42
สงขลา,นาหม่อม,10830,90.34,1158,9.66,10248,88.64,1314,11.36
สงขลา,ลี้,12328,85.22,2138,14.78,11528,83.52,2275,16.48
สงขลา,เมืองสงขลา,63601,89.25,7657,10.75,60426,87.09,8960,12.91
สงขลา,ระโนด,25270,87.33,3665,12.67,23402,85.4,4001,14.6
สงขลา,รัตภูมิ,27400,85.57,4619,14.43,25251,83.24,5085,16.76
สงขลา,สทิงพระ,20464,89.24,2467,10.76,18999,87.14,2804,12.86
สงขลา,สะเดา,40198,83.12,8164,16.88,37930,81.3,8722,18.7
สงขลา,สะบ้าย้อย,16463,53.55,14282,46.45,15516,52.12,14252,47.88
สงขลา,สิงหนคร,31005,86.32,4912,13.68,28933,84.34,5372,15.66
สงขลา,หาดใหญ่,144687,88.26,19250,11.74,136933,86.11,22089,13.89
สงขลา,นอกเขต,2899,78.06,815,21.94,2691,72.73,1009,27.27
สตูล,ควนกาหลง,12067,77.07,3591,22.93,11270,74.05,3949,25.95
สตูล,กุสุมาลย์,8528,51.41,8061,48.59,7202,46.3,8352,53.7
สตูล,ลี้,5524,39.09,8607,60.91,4605,34.66,8683,65.34
สตูล,โคกศรีสุพรรณ,7303,46.66,8347,53.34,6086,40.99,8763,59.01
สตูล,นอกเขต,377,87.47,54,12.53,348,81.88,77,18.12
สมุทรปราการ,บางบอน,25784,68.34,11947,31.66,23316,64.95,12580,35.05
สมุทรปราการ,บางพลี,61096,67.4,29553,32.6,56724,63.99,31918,36.01
สมุทรปราการ,บางเสาธง,18073,64.53,9933,35.47,16637,60.94,10664,39.06
สมุทรปราการ,พระประแดง,47970,63.75,27279,36.25,44107,60.55,28742,39.45
สมุทรปราการ,พระสมุทรเจดีย์,30758,64.1,17230,35.9,28229,60.61,18345,39.39
สมุทรปราการ,เมืองสมุทรปราการ,129553,65.42,68482,34.58,120564,62.23,73170,37.77
สมุทรปราการ,นอกเขต,5337,61.27,3374,38.73,4778,55.31,3861,44.69
สมุทรสงคราม,บางคณที,11639,77.96,3291,22.04,10560,74.44,3626,25.56
สมุทรสงคราม,เมืองสมุทรสงคราม,33126,77.7,9506,22.3,30633,74.74,10351,25.26
สมุทรสงคราม,อัมพวา,17805,76.7,5410,23.3,16281,73.02,6015,26.98
สมุทรสงคราม,นอกเขต,378,67.99,178,32.01,336,60.65,218,39.35
สมุทรสาคร,กระทุ่มแบน,44918,67.51,21619,32.49,41691,64.36,23088,35.64
สมุทรสาคร,บ้านแพ้ว,31153,77.53,9028,22.47,28757,74.73,9722,25.27
สมุทรสาคร,เมืองสมุทรสาคร,74322,72.95,27559,27.05,68566,69.64,29898,30.36
สมุทรสาคร,นอกเขต,2072,68.5,953,31.5,1887,63.22,1098,36.78
สระแก้ว,เขาฉกรรจ์,19579,80.04,4883,19.96,17849,75.45,5807,24.55
สระแก้ว,คลองหาด,10684,67.27,5198,32.73,9216,62.49,5532,37.51
สระแก้ว,โคกสูง,5557,55.95,4375,44.05,4846,52.37,4408,47.63
สระแก้ว,ตาพระยา,13274,65.08,7124,34.92,12042,62.92,7097,37.08
สระแก้ว,เมืองสระแก้ว,31787,74.97,10611,25.03,28486,71.68,11255,28.32
สระแก้ว,วัฒนา,18988,74.31,6564,25.69,17219,70.69,7138,29.31
สระแก้ว,วังสมบูรณ์,9953,72.48,3779,27.52,9011,69.71,3916,30.29
สระแก้ว,วัฒนานคร,20855,66.55,10482,33.45,18458,63.03,10825,36.97
สระแก้ว,อรัญประเทศ,25391,71.21,10266,28.79,22759,67.88,10769,32.12
สระแก้ว,นอกเขต,887,72.59,335,27.41,803,66.31,408,33.69
สระบุรี,แก่งคอย,29415,66.31,14948,33.69,26645,63.69,15193,36.31
สระบุรี,ควนโดน,7022,59.81,4719,40.19,6416,57.37,4767,42.63
สระบุรี,ท่าแพ,7412,59.17,5115,40.83,6693,56.13,5231,43.87
สระบุรี,ทุ่งหว้า,7755,76.65,2362,23.35,7137,73.02,2637,26.98
สระบุรี,มะนัง,5700,81.25,1315,18.75,5256,78.38,1450,21.62
สระบุรี,เมืองสตูล,30997,71.8,12173,28.2,28737,69.35,12703,30.65
สระบุรี,นอกเขต,377,87.47,54,12.53,348,81.88,77,18.12
สมุทรปราการ,บางบอน,25784,68.34,11947,31.66,23316,64.95,12580,35.05
สมุทรปราการ,บางพลี,61096,67.4,29553,32.6,56724,63.99,31918,36.01
สมุทรปราการ,บางเสาธง,18073,64.53,9933,35.47,16637,60.94,10664,39.06
สมุทรปราการ,พระประแดง,47970,63.75,27279,36.25,44107,60.55,28742,39.45
สมุทรปราการ,พระสมุทรเจดีย์,30758,64.1,17230,35.9,28229,60.61,18345,39.39
สมุทรปราการ,เมืองสมุทรปราการ,129553,65.42,68482,34.58,120564,62.23,73170,37.77
สมุทรปราการ,นอกเขต,5337,61.27,3374,38.73,4778,55.31,3861,44.69
สมุทรสงคราม,บางคณที,11639,77.96,3291,22.04,10560,74.44,3626,25.56
สมุทรสงคราม,เมืองสมุทรสงคราม,33126,77.7,9506,22.3,30633,74.74,10351,25.26
สมุทรสงคราม,อัมพวา,17805,76.7,5410,23.3,16281,73.02,6015,26.98
สมุทรสงคราม,นอกเขต,378,67.99,178,32.01,336,60.65,218,39.35
สมุทรสาคร,กระทุ่มแบน,44918,67.51,21619,32.49,41691,64.36,23088,35.64
สมุทรสาคร,บ้านแพ้ว,31153,77.53,9028,22.47,28757,74.73,9722,25.27
สมุทรสาคร,เมืองสมุทรสาคร,74322,72.95,27559,27.05,68566,69.64,29898,30.36
สมุทรสาคร,นอกเขต,2072,68.5,953,31.5,1887,63.22,1098,36.78
สระแก้ว,เขาฉกรรจ์,19579,80.04,4883,19.96,17849,75.45,5807,24.55
สระแก้ว,คลองหาด,10684,67.27,5198,32.73,9216,62.49,5532,37.51
สระแก้ว,โคกสูง,5557,55.95,4375,44.05,4846,52.37,4408,47.63
สระแก้ว,ตาพระยา,13274,65.08,7124,34.92,12042,62.92,7097,37.08
สระแก้ว,เมืองสระแก้ว,31787,74.97,10611,25.03,28486,71.68,11255,28.32
สระแก้ว,วัฒนา,18988,74.31,6564,25.69,17219,70.69,7138,29.31
สระแก้ว,วังสมบูรณ์,9953,72.48,3779,27.52,9011,69.71,3916,30.29
สระแก้ว,วัฒนานคร,20855,66.55,10482,33.45,18458,63.03,10825,36.97
สระแก้ว,อรัญประเทศ,25391,71.21,10266,28.79,22759,67.88,10769,32.12
สระแก้ว,นอกเขต,887,72.59,335,27.41,803,66.31,408,33.69
สระบุรี,แก่งคอย,29415,66.31,14948,33.69,26645,63.69,15193,36.31
สระบุรี,เฉลิมพระเกียรติ,10921,67.81,5184,32.19,9721,64.58,5332,35.42
สระบุรี,ดอนพุด,1780,50.21,1765,49.79,1528,45.89,1802,54.11
สระบุรี,บ้านหมอ,11940,60.83,7690,39.17,10783,57.91,7837,42.09
สระบุรี,พระพุทธบาท,17103,67.07,8399,32.93,15565,64.31,8639,35.69
สระบุรี,มวกเหล็ก,14497,65.61,7598,34.39,12989,62.72,7722,37.28
สระบุรี,เมืองสระบุรี,40545,73.99,14256,26.01,37762,71.36,15155,28.64
สระบุรี,หนองแค,29122,68.64,13305,31.36,26344,65.15,14089,34.85
สระบุรี,หนองแซง,4598,54.49,3840,45.51,4066,51.27,3865,48.73
สระบุรี,หนองโดน,3686,53.6,3191,46.4,3361,50.96,3235,49.04
สระบุรี,นอกเขต,1340,70.16,570,29.84,1248,65.58,655,34.42
สิงห์บุรี,ค่ายบางระจัน,7127,56.03,5594,43.97,6382,53.72,5499,46.28
สิงห์บุรี,ท่าช้าง,4183,60.97,2678,39.03,3789,57.63,2786,42.37
สิงห์บุรี,บางระจัน,7998,48.9,8357,51.1,6980,45.28,8435,54.72
สิงห์บุรี,พรหมบุรี,6280,58.84,4393,41.16,5693,56.5,4383,43.5
สิงห์บุรี,เมืองสิงห์บุรี,16779,67.59,8047,32.41,15256,64.56,8376,35.44
สิงห์บุรี,อินทร์บุรี,13832,56.48,10660,43.52,12181,53.12,10751,46.88
สิงห์บุรี,นอกเขต,247,68.99,111,31.01,229,63.97,129,36.03
สุโขทัย,กงไกรลาศ,21082,68.25,9806,31.75,18366,63.95,10352,36.05
สุโขทัย,คีรีมาศ,19321,76.55,5919,23.45,17188,72.54,6505,27.46
สุโขทัย,ทุ่งเสลี่ยม,14710,69.99,6307,30.01,12950,67.12,6345,32.88
สุโขทัย,บ้านด่านลานหอย,12354,66.02,6359,33.98,10347,60.74,6689,39.26
สุโขทัย,เมืองสุโขทัย,34119,74.69,11560,25.31,30632,71.12,12441,28.88
สุโขทัย,ศรีนคร,7334,62.34,4430,37.66,6563,58.28,4698,41.72
สุโขทัย,ศรีสัชนาลัย,28502,68.04,13388,31.96,25190,64.94,13600,35.06
สุโขทัย,ศรีสำโรง,22875,67.74,10895,32.26,19735,62.36,11914,37.64
สุโขทัย,สวรรคโลก,27684,71.55,11007,28.45,24889,67.99,11720,32.01
สุโขทัย,นอกเขต,627,77.03,187,22.97,557,68.94,251,31.06
สุพรรณบุรี,ดอนเจดีย์,11182,55.61,8927,44.39,9905,52.31,9029,47.69
สุพรรณบุรี,ด่านช้าง,17469,62.95,10281,37.05,15576,59.95,10404,40.05
สุพรรณบุรี,เดิมบางนางบวช,18678,55.19,15163,44.81,16577,52.7,14878,47.3
สุพรรณบุรี,บางปลาม้า,19616,60.63,12736,39.37,17548,57.08,13197,42.92
สุพรรณบุรี,เมืองสุพรรณบุรี,49921,66.94,24650,33.06,45009,63.42,25956,36.58
สุพรรณบุรี,ศรีประจันต์,16057,54.92,13180,45.08,14303,52.1,13148,47.9
สุพรรณบุรี,สอง,32925,63.42,18988,36.58,29138,59.68,19688,40.32
สุพรรณบุรี,สามชุก,12903,54.38,10826,45.62,11355,50.99,10912,49.01
สุพรรณบุรี,หนองหญ้าไซ,10976,48.91,11465,51.09,9436,45.0,11533,55.0
สุพรรณบุรี,บ่อทอง,32881,65.43,17374,34.57,29247,61.98,17937,38.02
สุพรรณบุรี,นอกเขต,506,70.87,208,29.13,453,63.98,255,36.02
สุราษฎร์ธานี,กาญจนดิษฐ์,37681,86.4,5932,13.6,34843,83.36,6955,16.64
สุราษฎร์ธานี,เฉลิมพระเกียรติ,10921,67.81,5184,32.19,9721,64.58,5332,35.42
สุราษฎร์ธานี,ดอนพุด,1780,50.21,1765,49.79,1528,45.89,1802,54.11
สุราษฎร์ธานี,บ้านหมอ,11940,60.83,7690,39.17,10783,57.91,7837,42.09
สุราษฎร์ธานี,พระพุทธบาท,17103,67.07,8399,32.93,15565,64.31,8639,35.69
สุราษฎร์ธานี,หนองแค,29122,68.64,13305,31.36,26344,65.15,14089,34.85
สุราษฎร์ธานี,หนองแซง,4598,54.49,3840,45.51,4066,51.27,3865,48.73
สุราษฎร์ธานี,หนองโดน,3686,53.6,3191,46.4,3361,50.96,3235,49.04
สุราษฎร์ธานี,นอกเขต,1340,70.16,570,29.84,1248,65.58,655,34.42
สุราษฎร์ธานี,เสาไห้,11173,65.98,5760,34.02,10217,63.66,5833,36.34
สิงห์บุรี,ค่ายบางระจัน,7127,56.03,5594,43.97,6382,53.72,5499,46.28
สิงห์บุรี,ท่าช้าง,4183,60.97,2678,39.03,3789,57.63,2786,42.37
สิงห์บุรี,บางระจัน,7998,48.9,8357,51.1,6980,45.28,8435,54.72
สิงห์บุรี,พรหมบุรี,6280,58.84,4393,41.16,5693,56.5,4383,43.5
สิงห์บุรี,เมืองสิงห์บุรี,16779,67.59,8047,32.41,15256,64.56,8376,35.44
สิงห์บุรี,อินทร์บุรี,13832,56.48,10660,43.52,12181,53.12,10751,46.88
สิงห์บุรี,นอกเขต,247,68.99,111,31.01,229,63.97,129,36.03
สุโขทัย,กงไกรลาศ,21082,68.25,9806,31.75,18366,63.95,10352,36.05
สุโขทัย,คีรีมาศ,19321,76.55,5919,23.45,17188,72.54,6505,27.46
สุโขทัย,ทุ่งเสลี่ยม,14710,69.99,6307,30.01,12950,67.12,6345,32.88
สุโขทัย,บ้านด่านลานหอย,12354,66.02,6359,33.98,10347,60.74,6689,39.26
สุโขทัย,เมืองสุโขทัย,34119,74.69,11560,25.31,30632,71.12,12441,28.88
สุโขทัย,ศรีนคร,7334,62.34,4430,37.66,6563,58.28,4698,41.72
สุโขทัย,ศรีสัชนาลัย,28502,68.04,13388,31.96,25190,64.94,13600,35.06
สุโขทัย,ศรีสำโรง,22875,67.74,10895,32.26,19735,62.36,11914,37.64
สุโขทัย,สวรรคโลก,27684,71.55,11007,28.45,24889,67.99,11720,32.01
สุโขทัย,นอกเขต,627,77.03,187,22.97,557,68.94,251,31.06
สุพรรณบุรี,ดอนเจดีย์,11182,55.61,8927,44.39,9905,52.31,9029,47.69
สุพรรณบุรี,ด่านช้าง,17469,62.95,10281,37.05,15576,59.95,10404,40.05
สุพรรณบุรี,เดิมบางนางบวช,18678,55.19,15163,44.81,16577,52.7,14878,47.3
สุพรรณบุรี,บางปลาม้า,19616,60.63,12736,39.37,17548,57.08,13197,42.92
สุพรรณบุรี,เมืองสุพรรณบุรี,49921,66.94,24650,33.06,45009,63.42,25956,36.58
สุพรรณบุรี,ศรีประจันต์,16057,54.92,13180,45.08,14303,52.1,13148,47.9
สุพรรณบุรี,สอง,32925,63.42,18988,36.58,29138,59.68,19688,40.32
สุพรรณบุรี,สามชุก,12903,54.38,10826,45.62,11355,50.99,10912,49.01
สุพรรณบุรี,หนองหญ้าไซ,10976,48.91,11465,51.09,9436,45.0,11533,55.0
สุพรรณบุรี,บ่อทอง,32881,65.43,17374,34.57,29247,61.98,17937,38.02
สุพรรณบุรี,นอกเขต,506,70.87,208,29.13,453,63.98,255,36.02
สุราษฎร์ธานี,กาญจนดิษฐ์,37681,86.4,5932,13.6,34843,83.36,6955,16.64
สุราษฎร์ธานี,ชัยบุรี,11278,88.32,1492,11.68,10513,85.06,1846,14.94
สุราษฎร์ธานี,ไชยา,19804,88.66,2533,11.34,18590,85.99,3028,14.01
สุราษฎร์ธานี,ดอนสัก,12910,87.51,1842,12.49,11997,84.63,2178,15.37
สุราษฎร์ธานี,ท่าฉาง,12670,87.1,1877,12.9,11769,83.82,2271,16.18
สุราษฎร์ธานี,ท่าชนะ,20406,87.56,2900,12.44,19062,84.35,3536,15.65
สุราษฎร์ธานี,บ้านตาขุน,5819,88.23,776,11.77,5345,83.99,1019,16.01
สุราษฎร์ธานี,บ้านนาเดิม,9306,87.39,1343,12.61,8671,84.59,1580,15.41
สุราษฎร์ธานี,บ้านนาสาร,26245,87.37,3795,12.63,24279,84.52,4448,15.48
สุราษฎร์ธานี,พนม,14336,87.01,2141,12.99,13248,82.86,2740,17.14
สุราษฎร์ธานี,พระแสง,25897,87.98,3537,12.02,24235,84.76,4357,15.24
สุราษฎร์ธานี,พุนพิน,32764,84.59,5971,15.41,30359,81.26,7000,18.74
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,57951,88.01,7898,11.99,54533,84.91,9693,15.09
สุราษฎร์ธานี,วิภาวดี,5779,88.0,788,12.0,5220,83.79,1010,16.21
สุราษฎร์ธานี,เวียงสระ,24131,87.65,3400,12.35,22589,84.91,4014,15.09
สุราษฎร์ธานี,นอกเขต,1236,81.75,276,18.25,1159,76.91,348,23.09
สุรินทร์,กาบเชิง,9840,45.21,11925,54.79,8369,40.67,12210,59.33
สุรินทร์,เขวาสินรินทร์,7022,47.98,7613,52.02,6088,43.21,8002,56.79
สุรินทร์,จอมพระ,9805,41.65,13736,58.35,8253,36.83,14153,63.17
สุรินทร์,พล,10416,35.76,18714,64.24,8901,31.82,19076,68.18
สุรินทร์,ท่าตูม,15482,42.68,20792,57.32,13138,38.39,21081,61.61
สุรินทร์,โนนนารายณ์,4705,40.03,7049,59.97,3760,35.08,6958,64.92
สุรินทร์,บัวเชด,6468,42.52,8744,57.48,5507,38.17,8922,61.83
สุรินทร์,ปราสาท,33216,54.57,27648,45.43,28728,49.34,29491,50.66
สุรินทร์,พนมดงรัก,5951,41.33,8449,58.67,5083,37.2,8582,62.8
สุรินทร์,เมืองสุรินทร์,67801,63.81,38452,36.19,60989,59.89,40851,40.11
สุรินทร์,รัตนบุรี,13867,41.95,19186,58.05,11730,37.94,19189,62.06
สุรินทร์,ลี้,6503,50.89,6275,49.11,5588,46.77,6360,53.23
สุรินทร์,ศรีณรงค์,6836,45.3,8255,54.7,5744,41.26,8179,58.74
สุรินทร์,ศีขรภูมิ,22627,47.11,25405,52.89,19801,43.95,25253,56.05
สุรินทร์,สนม,6572,41.87,9126,58.13,5608,38.41,8994,61.59
สุรินทร์,สังขะ,23185,48.69,24436,51.31,19986,44.45,24972,55.55
สุรินทร์,สำโรงทาบ,7423,39.16,11533,60.84,6343,35.71,11418,64.29
สุรินทร์,นอกเขต,1949,77.1,579,22.9,1748,70.83,720,29.17
หนองคาย,ท่าบ่อ,14344,44.2,18106,55.8,12444,40.55,18243,59.45
หนองคาย,ศรีเชียงใหม่,4696,43.0,6226,57.0,4003,39.44,6146,60.56
หนองคาย,สระใคร่,4779,50.02,4775,49.98,4139,47.02,4664,52.98
หนองคาย,สังคม,4536,43.12,5983,56.88,3864,39.72,5863,60.28
หนองคาย,นอกเขต,482,68.27,224,31.73,438,63.11,256,36.89
หนองบัวลำภู,นากลาง,13231,37.99,21596,62.01,11649,35.26,21384,64.74
หนองบัวลำภู,นาวัง,5642,38.48,9021,61.52,4816,35.21,8860,64.79
หนองบัวลำภู,โนนสูง,8632,35.42,15735,64.58,7443,32.58,15401,67.42
หนองบัวลำภู,เมืองหนองบัวลำภู,24006,43.59,31067,56.41,20842,40.26,30927,59.74
หนองบัวลำภู,ศรีบุญเรือง,16336,40.12,24377,59.88,14095,37.16,23839,62.84
หนองบัวลำภู,สุวรรณคูหา,9022,37.52,15021,62.48,7769,34.47,14769,65.53
หนองบัวลำภู,นอกเขต,298,67.88,141,32.12,269,61.28,170,38.72
อ่างทอง,ไชโย,6592,64.91,3564,35.09,5929,61.86,3656,38.14
อ่างทอง,ป่าโมก,7007,59.19,4832,40.81,6323,56.13,4942,43.87
อ่างทอง,โพธิ์ทอง,13570,56.99,10241,43.01,12097,54.06,10279,45.94
อ่างทอง,เมืองอ่างทอง,15092,63.85,8544,36.15,13697,60.69,8873,39.31
อ่างทอง,วิเศษชัยชาญ,17118,61.89,10541,38.11,15254,58.51,10817,41.49
อ่างทอง,สามโก้,4053,47.4,4497,52.6,3496,44.5,4361,55.5
อ่างทอง,แสวงหา,7240,49.82,7291,50.18,6311,46.51,7259,53.49
อ่างทอง,นอกเขต,286,68.59,131,31.41,271,65.78,141,34.22
อำนาจเจริญ,ชานุมาน,8282,48.53,8784,51.47,7121,44.77,8786,55.23
อำนาจเจริญ,ปทุมราชวงศา,11386,56.24,8860,43.76,9868,51.91,9143,48.09
อำนาจเจริญ,พนา,7410,64.43,4091,35.57,6437,60.15,4264,39.85
อำนาจเจริญ,เมืองอำนาจเจริญ,32091,56.56,24651,43.44,27468,51.27,26112,48.73
อำนาจเจริญ,ลี้,10513,64.28,5842,35.72,9100,59.36,6230,40.64
อำนาจเจริญ,เสนางคนิคม,6836,41.18,9765,58.82,5706,36.06,10118,63.94
อำนาจเจริญ,หัวตะพาน,10554,50.73,10250,49.27,9052,46.13,10571,53.87
อำนาจเจริญ,นอกเขต,242,70.14,103,29.86,224,65.12,120,34.88
อุดรธานี,กุดจับ,9724,35.78,17451,64.22,8286,33.08,16760,66.92
อุดรธานี,ประจักษ์ศิลปาคาม,3350,34.96,6232,65.04,2965,33.04,6009,66.96
อุดรธานี,ลี้,2914,32.23,6127,67.77,2396,28.18,6106,71.82
อุดรธานี,เพ็ญ,16472,37.49,27461,62.51,14064,34.56,26632,65.44
อุดรธานี,เมืองอุดรธานี,75398,47.49,83361,52.51,67404,44.8,83047,55.2
อุดรธานี,วังสามหมอ,9854,44.27,12406,55.73,8160,38.91,12813,61.09
อุดรธานี,ศรีธาตุ,9592,43.88,12269,56.12,8199,39.67,12471,60.33
อุดรธานี,สร้างคอม,3939,36.58,6830,63.42,3211,32.07,6802,67.93
อุดรธานี,หนองวัวซอ,8614,34.79,16143,65.21,7444,32.03,15800,67.97
อุดรธานี,หนองแสง,4366,40.6,6389,59.4,3743,37.89,6136,62.11
อุดรธานี,หนองหาน,14187,33.02,28776,66.98,12227,30.28,28158,69.72
อุดรธานี,นอกเขต,832,66.61,417,33.39,731,59.38,500,40.62
อุตรดิตถ์,ตรอน,7283,45.87,8594,54.13,6354,42.61,8559,57.39
อุตรดิตถ์,ทองแสนขัน,8436,59.55,5731,40.45,7353,56.77,5599,43.23
อุตรดิตถ์,ท่าปลา,11915,68.25,5542,31.75,10425,64.6,5714,35.4
อุตรดิตถ์,นาดี,11148,66.8,5541,33.2,9643,63.66,5504,36.34
อุตรดิตถ์,บ้านโคก,3639,57.35,2706,42.65,3052,52.02,2815,47.98
อุตรดิตถ์,พิชัย,14838,46.69,16941,53.31,12696,42.53,17158,57.47
อุตรดิตถ์,ฟากท่า,4128,60.83,2658,39.17,3524,56.11,2756,43.89
อุตรดิตถ์,เมืองอุตรดิตถ์,44823,67.01,22070,32.99,39936,63.55,22909,36.45
อุตรดิตถ์,ลับแล,17742,59.7,11977,40.3,15612,56.39,12072,43.61
อุตรดิตถ์,นอกเขต,404,64.54,222,35.46,351,56.16,274,43.84
อุทัยธานี,ทัพทัน,11907,70.93,4879,29.07,10548,67.44,5092,32.56
อุทัยธานี,บ้านไร่,24055,76.62,7339,23.38,21426,73.1,7883,26.9
อุทัยธานี,เมืองอุทัยธานี,18080,78.09,5074,21.91,16425,74.54,5609,25.46
อุทัยธานี,ลานสัก,16435,71.99,6395,28.01,14933,68.87,6751,31.13
อุทัยธานี,สวี,9132,70.93,3743,29.07,8155,67.99,3839,32.01
อุทัยธานี,หนองขาหย่าง,6000,77.76,1716,22.24,5410,74.03,1898,25.97
อุทัยธานี,หนองฉาง,14819,75.75,4743,24.25,13488,72.44,5131,27.56
อุทัยธานี,ห้วยคต,6100,74.25,2116,25.75,5397,70.19,2292,29.81
อุทัยธานี,นอกเขต,356,75.11,118,24.89,314,67.24,153,32.76
อุบลราชธานี,กุดข้าวปุ้น,8336,50.46,8185,49.54,6660,42.37,9057,57.63
อุบลราชธานี,ศรีเทพ,5566,49.07,5776,50.93,4571,43.8,5866,56.2
อุบลราชธานี,กุมภวาปี,19096,39.33,29453,60.67,16708,36.42,29164,63.58
อุบลราชธานี,กู่แก้ว,2610,29.4,6269,70.6,2272,27.04,6130,72.96
อุบลราชธานี,ไชยวาน,5588,38.32,8995,61.68,4768,35.17,8788,64.83
