province,district,one_aye,one_aye100,one_nay,one_nay100,two_aye,two_aye100,two_nay,two_nay100
นครศรีธรรมราช,เมืองนครศรีธรรมราช,92854,87.61,13130,12.39,87281,85.49,14811,14.51
นครศรีธรรมราช,ลี้,28325,88.97,3510,11.03,26899,87.09,3988,12.91
นครศรีธรรมราช,ลานสะกา,17016,89.98,1894,10.02,15963,87.57,2266,12.43
นครศรีธรรมราช,สิชล,33127,88.64,4244,11.36,31025,85.94,5074,14.06
นครศรีธรรมราช,หัวไทร,22990,90.17,2505,9.83,21540,88.39,2829,11.61
นครศรีธรรมราช,นอกเขต,1151,80.43,280,19.57,1070,75.19,353,24.81
นครศรีธรรมราช,เชียรใหญ่,15861,90.42,1680,9.58,14948,88.15,2009,11.85
นครสวรรค์,เก้าเลี้ยว,9075,59.26,6238,40.74,8032,56.06,6296,43.94
นครสวรรค์,โกรกพระ,11960,74.07,4186,25.93,10706,70.69,4438,29.31
นครสวรรค์,ชุมตาบง,3825,59.06,2651,40.94,3355,57.03,2528,42.97
นครสวรรค์,ชุมแสง,16841,62.56,10078,37.44,14845,58.94,10342,41.06
นครสวรรค์,ตากฟ้า,13330,74.99,4446,25.01,12115,72.42,4614,27.58
นครสวรรค์,ตาคลี,29180,70.98,11932,29.02,26569,68.28,12344,31.72
นครสวรรค์,ท่าตะโก,15456,56.27,12010,43.73,13371,52.61,12045,47.39
นครสวรรค์,บรรพตพิสัย,22177,62.34,13397,37.66,19538,59.1,13524,40.9
นครสวรรค์,เมืองกาญจนบุรี,19335,69.32,8558,30.68,17000,64.76,9252,35.24
นครสวรรค์,ไพศาลี,16199,55.58,12947,44.42,13787,50.86,13323,49.14
นครสวรรค์,เมืองนครสวรรค์,76430,74.9,25619,25.1,70383,71.63,27871,28.37
นครสวรรค์,แม่เปิน,4883,64.85,2647,35.15,4359,62.67,2596,37.33
นครสวรรค์,แม่วงก์,12199,68.69,5560,31.31,10747,65.25,5723,34.75
นครสวรรค์,ลาดยาว,23430,68.92,10567,31.08,20681,65.25,11016,34.75
นครสวรรค์,หนองบัว,13997,55.25,11335,44.75,12092,51.95,11185,48.05
นครสวรรค์,นอกเขต,1076,78.2,300,21.8,984,71.88,385,28.12
นนทบุรี,ไทรน้อย,14269,56.81,10849,43.19,12854,53.3,11263,46.7
นนทบุรี,บางกรวย,39135,69.34,17304,30.66,36292,65.63,19008,34.37
นนทบุรี,บางบัวทอง,74414,67.18,36351,32.82,68734,63.83,38952,36.17
นนทบุรี,บางใหญ่,40634,67.95,19168,32.05,37303,64.07,20915,35.93
นนทบุรี,ปากเกร็ด,67986,67.81,32272,32.19,63464,64.33,35183,35.67
นนทบุรี,เมืองนนทบุรี,103460,67.99,48710,32.01,96407,64.38,53333,35.62
นนทบุรี,นอกเขต,3873,67.84,1836,32.16,3553,62.38,2143,37.62
นราธิวาส,จะแนะ,3098,22.36,10758,77.64,3098,23.11,10305,76.89
นราธิวาส,เจาะไอร้อง,3865,27.67,10102,72.33,3656,27.05,9861,72.95
นราธิวาส,ตากใบ,10868,40.15,16200,59.85,10382,39.5,15902,60.5
นราธิวาส,บาเจาะ,3617,17.47,17085,82.53,3570,17.58,16738,82.42
นราธิวาส,เมืองนราธิวาส,21051,45.33,25393,54.67,20132,44.62,24987,55.38
นราธิวาส,ยี่งอ,4998,26.14,14121,73.86,4696,25.32,13848,74.68
นราธิวาส,ระแงะ,10961,29.24,26524,70.76,10200,28.24,25913,71.76
นราธิวาส,รือเสาะ,8238,29.64,19551,70.36,7902,29.49,18892,70.51
นราธิวาส,แวงน้อย,6601,34.29,12647,65.71,6248,33.67,12307,66.33
นราธิวาส,ศรีสาคร,4394,29.63,10436,70.37,4094,28.95,10048,71.05
นราธิวาส,สุคิริน,6156,56.69,4704,43.31,5765,55.25,4669,44.75
นราธิวาส,สุไหงโกลก,13358,50.88,12897,49.12,12663,49.4,12971,50.6
นราธิวาส,สุไหงปาดี,7865,37.56,13075,62.44,7522,37.13,12738,62.87
นราธิวาส,นอกเขต,4278,89.03,527,10.97,4041,85.61,679,14.39
น่าน,เฉลิมพระเกียรติ,2931,58.64,2067,41.36,2349,54.01,2000,45.99
น่าน,เชียงกลาง,7431,55.04,6069,44.96,6256,49.91,6279,50.09
น่าน,ท่าวังผา,10728,45.7,12746,54.3,9185,41.62,12884,58.38
น่าน,ท่าช้าง,4232,50.41,4163,49.59,3470,44.4,4345,55.6
น่าน,นาน้อย,9026,53.95,7705,46.05,7758,48.87,8118,51.13
น่าน,นามน,3119,42.47,4225,57.53,2642,38.61,4200,61.39
น่าน,บ่อเกลือ,4015,59.13,2775,40.87,3108,53.03,2753,46.97
น่าน,บ้านหลวง,2890,51.11,2765,48.89,2407,47.03,2711,52.97
น่าน,ปัว,14396,48.92,15033,51.08,12199,44.7,15091,55.3
น่าน,ภูเพียง,11936,60.03,7949,39.97,10255,55.78,8129,44.22
น่าน,เมืองน่าน,23574,58.31,16853,41.69,20659,54.27,17410,45.73
น่าน,แม่จริม,3832,51.42,3620,48.58,3387,48.19,3641,51.81
น่าน,เวียงสา,18189,51.89,16862,48.11,15716,47.5,17369,52.5
น่าน,สองแคว,2273,49.99,2274,50.01,1640,40.24,2436,59.76
น่าน,สันติสุข,3218,46.19,3749,53.81,2692,42.34,3666,57.66
น่าน,นอกเขต,352,63.54,202,36.46,305,54.95,250,45.05
กาฬสินธุ์,เซกา,13598,40.47,20002,59.53,11279,35.78,20243,64.22
บุรีรัมย์,กระสัง,20165,55.92,15895,44.08,17639,51.54,16587,48.46
บุรีรัมย์,คูเมือง,16729,67.11,8198,32.89,14414,63.22,8386,36.78
บุรีรัมย์,แคนดง,7081,57.44,5246,42.56,5933,52.94,5274,47.06
บุรีรัมย์,เฉลิมพระเกียรติ,8202,53.73,7063,46.27,7159,50.56,7001,49.44
บุรีรัมย์,ชานุมาน,6785,52.06,6248,47.94,5771,48.32,6173,51.68
บุรีรัมย์,นางรอง,27669,58.04,20002,41.96,23928,54.13,20280,45.87
บุรีรัมย์,นาโพธิ์,6949,52.77,6219,47.23,5959,48.95,6214,51.05
บุรีรัมย์,โนนดินแดง,5531,55.63,4412,44.37,4731,52.54,4273,47.46
บุรีรัมย์,โนนสุวรรณ,5313,49.86,5342,50.14,4543,45.17,5515,54.83
บุรีรัมย์,บ้านกรวด,16355,58.24,11726,41.76,14175,54.28,11939,45.72
บุรีรัมย์,บ้านด่าน,7192,59.34,4928,40.66,6222,55.41,5007,44.59
บุรีรัมย์,บ้านใหม่ไชยพจน์,6259,57.72,4584,42.28,5530,54.36,4642,45.64
บุรีรัมย์,ประโคนชัย,34230,69.46,15047,30.54,29851,65.57,15673,34.43
บุรีรัมย์,ปะคำ,8957,49.77,9038,50.23,7683,45.96,9035,54.04
บุรีรัมย์,พลับพลาชัย,10247,67.91,4841,32.09,9085,64.44,5013,35.56
บุรีรัมย์,พุทไธสง,9236,48.17,9936,51.83,8029,44.47,10027,55.53
บุรีรัมย์,เมืองบุรีรัมย์,60080,67.11,29443,32.89,53238,63.54,30551,36.46
บุรีรัมย์,ละหานทราย,16381,60.62,10640,39.38,14060,56.31,10907,43.69
บุรีรัมย์,ลำปลายมาศ,31962,63.45,18414,36.55,27693,59.63,18752,40.37
บุรีรัมย์,สตึก,24539,60.76,15845,39.24,21058,56.19,16419,43.81
บุรีรัมย์,หนองกี่,15162,54.24,12793,45.76,13203,50.73,12825,49.27
บุรีรัมย์,หนองหงส์,9875,51.03,9478,48.97,8647,47.08,9719,52.92
บุรีรัมย์,ห้วยราช,9310,63.15,5432,36.85,8070,58.17,5802,41.83
บุรีรัมย์,นอกเขต,832,71.54,331,28.46,726,63.41,419,36.59
ปทุมธานี,คลองหลวง,60191,60.1,39968,39.9,55735,56.94,42152,43.06
ปทุมธานี,ธัญบุรี,47430,63.61,27135,36.39,44136,60.37,28970,39.63
ปทุมธานี,เมืองปทุมธานี,54281,66.7,27099,33.3,50258,63.33,29095,36.67
ปทุมธานี,ลาดหลุมแก้ว,16006,59.51,10889,40.49,14498,56.84,11010,43.16
ปทุมธานี,ลี้,67830,63.35,39238,36.65,63004,59.84,42275,40.16
ปทุมธานี,สามโคก,15533,65.52,8173,34.48,13987,61.79,8648,38.21
ปทุมธานี,หนองเสือ,12975,60.94,8318,39.06,11651,57.76,8519,42.24
ปทุมธานี,นอกเขต,4019,56.47,3098,43.53,3661,51.72,3417,48.28
ประจวบคีรีขันธ์,กุยบุรี,16674,83.02,3410,16.98,15456,80.5,3744,19.5
ประจวบคีรีขันธ์,หัวหิน,30986,76.65,9437,23.35,28829,73.55,10368,26.45
ประจวบคีรีขันธ์,นอกเขต,3079,79.5,794,20.5,2855,74.6,972,25.4
ปราจีนบุรี,กบินทร์บุรี,43478,70.62,18090,29.38,38834,67.32,18849,32.68
ปราจีนบุรี,นาดี,13413,63.27,7785,36.73,11962,60.51,7808,39.49
ปราจีนบุรี,บ้านสร้าง,9675,66.75,4819,33.25,8586,62.4,5174,37.6
ปราจีนบุรี,ประจันตคาม,17992,71.45,7189,28.55,16140,68.61,7383,31.39
ปราจีนบุรี,เมืองปราจีนบุรี,36072,72.31,13813,27.69,32905,69.2,14644,30.8
ปราจีนบุรี,ศรีมหาโพธิ,19999,64.96,10787,35.04,17960,61.31,11336,38.69
ปราจีนบุรี,ศรีมโหสถ,4967,62.14,3026,37.86,4546,59.56,3086,40.44
ปราจีนบุรี,นอกเขต,2971,71.37,1192,28.63,2719,65.68,1421,34.32
ปัตตานี,กะพ้อ,1488,20.25,5861,79.75,1398,19.48,5777,80.52
ปัตตานี,โคกโพธิ์,16964,58.39,12088,41.61,15964,56.98,12054,43.02
ปัตตานี,ทุ่งยางแดง,1661,20.13,6591,79.87,1606,19.83,6493,80.17
ปัตตานี,ปะนาเระ,6359,39.25,9843,60.75,6092,38.72,9643,61.28
ปัตตานี,มายอ,3730,18.11,16864,81.89,3696,18.41,16378,81.59
ปัตตานี,เมืองปัตตานี,20481,43.25,26877,56.75,19769,42.55,26691,57.45
ปัตตานี,แม่ลาน,3575,49.87,3594,50.13,3366,48.33,3598,51.67
ปัตตานี,ไม้แก่น,1903,35.85,3405,64.15,1810,34.91,3375,65.09
ปัตตานี,ยะรัง,5848,19.78,23711,80.22,5620,19.56,23118,80.44
ปัตตานี,ยะหริ่ง,6740,23.61,21805,76.39,6445,23.08,21479,76.92
ปัตตานี,สายบุรี,6649,25.35,19582,74.65,6407,25.02,19204,74.98
ปัตตานี,หนองจอก,9489,37.65,15715,62.35,9001,36.78,15470,63.22
ปัตตานี,นอกเขต,5065,84.01,964,15.99,4802,80.42,1169,19.58
พระนครศรีอยุธยา,ท่าเรือ,13976,63.76,7942,36.24,12569,60.39,8245,39.61
พระนครศรีอยุธยา,อุทัย,13183,58.41,9388,41.59,11940,55.43,9601,44.57
พระนครศรีอยุธยา,นอกเขต,2326,70.06,994,29.94,2088,60.61,1357,39.39
พะเยา,เมืองกาญจนบุรี,9072,39.61,13829,60.39,7595,36.22,13376,63.78
พะเยา,เชียงคาน,16337,46.07,19122,53.93,13917,42.18,19075,57.82
พะเยา,เชียงม่วน,6034,62.96,3550,37.04,5219,59.86,3500,40.14
พะเยา,ดอกคำใต้,14962,43.48,19448,56.52,12943,40.33,19152,59.67
พะเยา,ปง,11533,48.98,12013,51.02,9652,44.88,11853,55.12
พะเยา,ภูกามยาว,4059,38.61,6454,61.39,3309,35.28,6070,64.72
พะเยา,ภูซาง,6085,38.98,9526,61.02,5042,35.07,9334,64.93
พะเยา,เมืองพะเยา,31170,51.87,28924,48.13,27150,48.42,28927,51.58
พะเยา,แม่ใจ,8858,50.75,8596,49.25,7632,47.47,8446,52.53
พะเยา,นอกเขต,1298,52.23,1187,47.77,1192,48.46,1268,51.54
พะเยา,บางซ้าย,4150,50.85,4012,49.15,3615,46.72,4122,53.28
พังงา,กะปง,5606,79.61,1436,20.39,5152,75.79,1646,24.21
พังงา,เกาะยาว,5253,85.37,900,14.63,4896,81.72,1095,18.28
พังงา,คุระบุรี,8689,81.21,2010,18.79,8062,77.94,2282,22.06
พังงา,ตะกั่วทุ่ง,16465,85.16,2870,14.84,15590,82.58,3289,17.42
พังงา,ตะกั่วป่า,16617,82.03,3641,17.97,15654,79.44,4051,20.56
พังงา,ทับปุด,9932,86.42,1561,13.58,9373,83.9,1799,16.1
พังงา,ท้ายเหมือง,18875,84.24,3530,15.76,17702,81.64,3980,18.36
พังงา,เมืองพังงา,15744,87.62,2224,12.38,14745,85.07,2587,14.93
พังงา,นอกเขต,771,81.76,172,18.24,712,76.15,223,23.85
พังงา,ลาดบัวหลวง,8843,52.71,7934,47.29,7948,50.05,7932,49.95
พัทลุง,กงหรา,12554,76.86,3779,23.14,11558,73.39,4191,26.61
พัทลุง,เขาชัยสน,19147,86.58,2968,13.42,17894,83.36,3573,16.64
พัทลุง,ควนขนุน,37274,84.81,6675,15.19,33969,80.99,7975,19.01
พัทลุง,ตะโหมด,11251,80.51,2723,19.49,10504,77.55,3041,22.45
พัทลุง,บางแก้ว,9941,86.47,1555,13.53,9349,84.17,1758,15.83
พัทลุง,ปากพะยูน,20354,86.9,3069,13.1,19143,84.15,3606,15.85
พัทลุง,ป่าบอน,19071,85.64,3198,14.36,18016,83.09,3666,16.91
พัทลุง,ป่าพะยอม,15074,86.76,2301,13.24,14101,83.49,2789,16.51
พัทลุง,เมืองพัทลุง,50156,85.31,8634,14.69,47146,82.15,10247,17.85
พัทลุง,ศรีนครินทร์,11047,82.26,2383,17.74,10093,78.8,2716,21.2
พัทลุง,ศรีบรรพต,7684,81.59,1734,18.41,7098,78.52,1942,21.48
พัทลุง,นอกเขต,347,83.61,68,16.39,324,78.83,87,21.17
พิจิตร,ดงเจริญ,4539,58.24,3255,41.76,3932,53.5,3418,46.5
พิจิตร,บึงนาราง,8472,74.48,2903,25.52,7475,70.24,3167,29.76
พิจิตร,โพทะเล,16237,65.05,8722,34.95,13834,59.97,9233,40.03
พิจิตร,โพธิ์ประทับช้าง,11707,67.49,5638,32.51,10404,64.02,5846,35.98
พิจิตร,เมืองพิจิตร,33045,72.72,12399,27.28,29753,69.65,12962,30.35
พิจิตร,วชิรบารมี,7658,63.48,4406,36.52,6610,59.07,4581,40.93
พิจิตร,คำม่วง,6178,64.91,3340,35.09,5452,61.42,3425,38.58
พิจิตร,สากเหล็ก,6713,73.95,2365,26.05,5894,71.11,2395,28.89
พิจิตร,สามง่าม,11613,67.46,5602,32.54,10244,64.63,5607,35.37
พิจิตร,นอกเขต,367,71.82,144,28.18,320,63.12,187,36.88
พิษณุโลก,ชาติตระการ,12278,70.82,5059,29.18,10658,66.21,5439,33.79
พิษณุโลก,นครไทย,30436,79.47,7864,20.53,27020,75.75,8652,24.25
พิษณุโลก,เนินมะปราง,14524,67.9,6866,32.1,12667,63.4,7311,36.6
พิษณุโลก,บางกระทุ่ม,12075,57.14,9058,42.86,10631,53.48,9249,46.52
พิษณุโลก,บางระกำ,24639,61.24,15594,38.76,21943,57.71,16083,42.29
พิษณุโลก,พรหมพิราม,24316,61.51,15213,38.49,21784,57.52,16086,42.48
พิษณุโลก,เมืองพิษณุโลก,98673,72.22,37953,27.78,90248,68.35,41783,31.65
พิษณุโลก,วังทอง,33950,69.46,14925,30.54,30419,65.4,16091,34.6
พิษณุโลก,วัดโบสถ์,12017,67.25,5852,32.75,10798,63.15,6300,36.85
พิษณุโลก,นอกเขต,2228,69.8,964,30.2,2039,63.7,1162,36.3
เพชรบุรี,แก่งกระจาน,11339,80.37,2770,19.63,10365,77.73,2970,22.27
เพชรบุรี,เขาย้อย,14788,77.3,4342,22.7,13463,73.81,4778,26.19
เพชรบุรี,ชะอำ,24516,75.88,7792,24.12,22596,73.17,8284,26.83
เพชรบุรี,ท่ายาง,33562,80.57,8093,19.43,30968,77.96,8754,22.04
เพชรบุรี,บ้านลาด,23250,82.44,4954,17.56,21579,79.45,5580,20.55
เพชรบุรี,บ้านแหลม,17836,80.96,4194,19.04,16696,78.48,4578,21.52
เพชรบุรี,เมืองเพชรบุรี,47812,81.55,10815,18.45,44314,78.48,12154,21.52
เพชรบุรี,หนองหญ้าปล้อง,6226,81.17,1444,18.83,5658,77.72,1622,22.28
เพชรบุรี,นอกเขต,1202,75.08,399,24.92,1062,66.92,525,33.08
เพชรบูรณ์,เขาค้อ,10568,69.23,4698,30.77,9234,63.84,5231,36.16
เพชรบูรณ์,หล่มสัก,56793,73.12,20873,26.88,50731,69.18,22598,30.82
เพชรบูรณ์,นอกเขต,747,77.65,215,22.35,689,71.77,271,28.23
แพร่,เด่นชัย,7409,45.38,8919,54.62,6244,41.78,8701,58.22
แพร่,เมืองแพร่,28524,46.33,33049,53.67,24724,43.03,32731,56.97
แพร่,ร้องกวาง,12795,53.77,11000,46.23,11163,50.3,11029,49.7
แพร่,ลอง,10646,42.38,14474,57.62,9064,39.08,14131,60.92
แพร่,หนองม่วง,13266,61.77,8212,38.23,11231,57.97,8143,42.03
แพร่,สอง,10002,41.53,14084,58.47,8403,38.32,13525,61.68
แพร่,สูงเม่น,14999,37.48,25018,62.52,12712,33.98,24696,66.02
แพร่,หนองม่วงไข่,4829,50.89,4661,49.11,4150,46.29,4816,53.71
แพร่,นอกเขต,275,60.84,177,39.16,253,55.73,201,44.27
ภูเก็ต,กะทู้,16082,85.83,2655,14.17,15192,82.65,3189,17.35
ภูเก็ต,ถลาง,34335,88.14,4621,11.86,32602,86.03,5293,13.97
ภูเก็ต,เมืองภูเก็ต,73249,88.72,9315,11.28,69330,86.39,10925,13.61
ภูเก็ต,นอกเขต,1977,80.14,490,19.86,1845,75.0,615,25.0
มหาสารคาม,กันทรวิชัย,15453,39.04,24134,60.96,13133,34.7,24718,65.3
มหาสารคาม,กุดรัง,6970,46.0,8182,54.0,5996,41.78,8357,58.22
มหาสารคาม,แกดำ,5092,39.34,7851,60.66,4199,34.68,7910,65.32
มหาสารคาม,โกสุมพิสัย,20452,39.23,31682,60.77,17491,35.58,31666,64.42
มหาสารคาม,ชื่นชม,3942,38.83,6211,61.17,3385,36.22,5960,63.78
มหาสารคาม,เชียงยืน,10401,38.88,16352,61.12,9061,35.92,16163,64.08
มหาสารคาม,นาเชือก,10990,45.75,13034,54.25,9377,41.56,13184,58.44
มหาสารคาม,นาดูน,6832,45.85,8070,54.15,5685,41.32,8074,58.68
มหาสารคาม,บรบือ,17604,40.79,25556,59.21,15109,37.44,25243,62.56
มหาสารคาม,สามชัย,15593,45.38,18771,54.62,13282,41.14,19005,58.86
มหาสารคาม,เมืองมหาสารคาม,33327,45.6,39759,54.4,28994,41.48,40902,58.52
มหาสารคาม,ยางสีสุราช,6411,47.88,6979,52.12,5344,42.68,7178,57.32
มหาสารคาม,วาปีปทุม,18242,40.82,26443,59.18,15280,36.57,26502,63.43
มหาสารคาม,นอกเขต,1083,49.25,1116,50.75,962,43.59,1245,56.41
มุกดาหาร,คำชะอี,7860,41.56,11052,58.44,6795,38.5,10855,61.5
แม่ฮ่องสอน,ขุนยวม,7257,69.33,3210,30.67,6193,63.94,3492,36.06
แม่ฮ่องสอน,ปางมะผ้า,4734,66.86,2346,33.14,4200,63.05,2461,36.95
แม่ฮ่องสอน,ปาย,9328,61.46,5849,38.54,8353,56.85,6340,43.15
แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,12722,64.54,6990,35.46,11053,59.32,7581,40.68
แม่ฮ่องสอน,ลี้,10686,68.11,5003,31.89,8938,62.35,5398,37.65
แม่ฮ่องสอน,แม่สะเรียง,15463,66.8,7684,33.2,13072,61.96,8024,38.04
แม่ฮ่องสอน,สบเมย,8272,53.54,7177,46.46,7031,49.99,7033,50.01
แม่ฮ่องสอน,นอกเขต,977,66.24,498,33.76,856,58.39,610,41.61
ยโสธร,กุดชุม,9382,35.48,17060,64.52,8057,32.13,17020,67.87
ยโสธร,ค้อวัง,3518,35.96,6266,64.04,2905,31.59,6290,68.41
ยโสธร,คำเขื่อนแก้ว,9917,38.44,15884,61.56,8395,34.19,16158,65.81
ยโสธร,ทรายมูล,3995,34.01,7751,65.99,3409,29.95,7974,70.05
ยโสธร,ไทยเจริญ,4491,35.58,8131,64.42,3852,32.42,8030,67.58
ยโสธร,ป่าติ้ว,5876,38.4,9426,61.6,4995,33.87,9751,66.13
ยโสธร,มหาชนะชัย,7428,34.24,14263,65.76,6183,29.72,14624,70.28
ยโสธร,เมืองยโสธร,23508,40.58,34424,59.42,20132,36.76,34639,63.24
ยโสธร,เลิงนกทา,12836,30.79,28858,69.21,11128,27.94,28706,72.06
ยโสธร,นอกเขต,321,59.23,221,40.77,273,51.03,262,48.97
ยะลา,กรงปินัง,1747,16.02,9161,83.98,1722,16.31,8838,83.69
ยะลา,กาบัง,3548,39.28,5485,60.72,3400,38.47,5439,61.53
ยะลา,ธารโต,4220,46.62,4832,53.38,4069,45.5,4874,54.5
ยะลา,บันนังสตา,5705,27.11,15337,72.89,5387,26.33,15070,73.67
ยะลา,เบตง,13975,59.63,9460,40.37,13258,58.59,9370,41.41
ยะลา,เมืองยะลา,33348,50.07,33260,49.93,31813,49.05,33043,50.95
ยะลา,ยะหา,5545,24.52,17067,75.48,5388,24.54,16565,75.46
ยะลา,รามัน,8903,24.5,27443,75.5,8508,24.38,26389,75.62
ยะลา,นอกเขต,4768,83.49,943,16.51,4418,78.58,1204,21.42
ยะลา,หว้านใหญ่,3061,37.0,5211,63.0,2622,33.19,5278,66.81
ร้อยเอ็ด,เกษตรวิสัย,12037,32.11,25444,67.89,10003,28.23,25425,71.77
ร้อยเอ็ด,โพนทอง,16696,39.75,25305,60.25,14081,35.73,25327,64.27
ร้อยเอ็ด,เมยวดี,4076,44.19,5147,55.81,3421,39.67,5202,60.33
ร้อยเอ็ด,เมืองร้อยเอ็ด,32283,47.07,36295,52.93,27941,42.85,37273,57.15
ร้อยเอ็ด,เมืองสรวง,2812,31.84,6021,68.16,2327,27.5,6134,72.5
ร้อยเอ็ด,ศรีสมเด็จ,7271,42.99,9643,57.01,6411,39.9,9656,60.1
ร้อยเอ็ด,สุวรรณภูมิ,13459,30.9,30097,69.1,11094,27.0,29999,73.0
ร้อยเอ็ด,เสลภูมิ,16760,35.27,30765,64.73,14186,31.42,30969,68.58
ร้อยเอ็ด,หนองพอก,9450,36.39,16521,63.61,7846,32.29,16451,67.71
ร้อยเอ็ด,หนองฮี,2253,26.95,6107,73.05,1902,24.26,5937,75.74
ร้อยเอ็ด,อาจสามารถ,7990,28.78,19772,71.22,6787,25.85,19467,74.15
ร้อยเอ็ด,นอกเขต,411,63.82,233,36.18,377,58.45,268,41.55
ระนอง,กระบุรี,18320,87.24,2680,12.76,16840,84.6,3065,15.4
ระนอง,กะเปอร์,7030,85.0,1241,15.0,6382,81.24,1474,18.76
ระนอง,เมืองระนอง,27510,87.78,3830,12.22,25660,85.01,4526,14.99
ระนอง,ลี้,6093,87.23,892,12.77,5576,84.37,1033,15.63
ระนอง,สุขสำราญ,4403,86.13,709,13.87,4093,83.12,831,16.88
ระนอง,นอกเขต,878,84.59,160,15.41,807,78.89,216,21.11
ระยอง,แกลง,44697,80.29,10969,19.71,40776,76.42,12582,23.58
ระยอง,เขาชะเมา,7631,77.41,2227,22.59,6921,73.18,2537,26.82
ระยอง,นิคมพัฒนา,13091,75.42,4266,24.58,11974,71.69,4728,28.31
ระยอง,บ้านค่าย,24725,81.38,5658,18.62,22959,78.53,6276,21.47
ระยอง,บ้านฉาง,18695,76.03,5893,23.97,17223,72.39,6568,27.61
ระยอง,ปลวกแดง,15259,74.33,5271,25.67,14056,70.79,5801,29.21
ระยอง,เมืองระยอง,85193,79.88,21460,20.12,78997,76.39,24409,23.61
ระยอง,วังจันทร์,7896,76.46,2431,23.54,7282,73.72,2596,26.28
ระยอง,นอกเขต,4009,69.53,1757,30.47,3637,63.54,2087,36.46
ระยอง,ทุ่งเขาหลวง,2439,28.05,6255,71.95,2030,24.8,6154,75.2
ราชบุรี,จอมบึง,20475,74.19,7122,25.81,18239,70.4,7669,29.6
ราชบุรี,ปทุมรัตน์,6366,30.73,14349,69.27,5277,27.0,14270,73.0
ราชบุรี,พนมไพร,8775,32.69,18069,67.31,7569,29.88,17762,70.12
ราชบุรี,โพธิ์ชัย,9627,40.59,14091,59.41,7683,35.39,14026,64.61
ราชบุรี,โพนทราย,3046,29.25,7369,70.75,2560,26.0,7285,74.0
ลพบุรี,โคกเจริญ,5166,57.28,3853,42.72,4228,51.17,4035,48.83
ลพบุรี,โคกสำโรง,20215,60.9,12977,39.1,17888,58.39,12745,41.61
ลพบุรี,ชัยบาดาล,25277,72.13,9769,27.87,22625,69.17,10086,30.83
ลพบุรี,ท่าม่วง,12799,55.78,10145,44.22,11349,53.03,10053,46.97
ลพบุรี,ท่าหลวง,8806,73.8,3127,26.2,7870,71.02,3212,28.98
ลพบุรี,บ้านหมี่,16052,53.23,14106,46.77,14220,50.27,14069,49.73
ลพบุรี,พัฒนานิคม,19875,66.2,10146,33.8,17449,63.33,10105,36.67
ลพบุรี,ลี้,74574,66.13,38193,33.87,67893,63.36,39264,36.64
ลพบุรี,ลี้,7771,73.78,2761,26.22,6772,69.87,2920,30.13
ลพบุรี,สระโบถส์,5623,55.88,4439,44.12,4724,52.69,4242,47.31
ลพบุรี,หนองม่วง,8319,63.87,4706,36.13,7242,60.18,4792,39.82
ลพบุรี,นอกเขต,1142,76.03,360,23.97,1014,67.38,491,32.62
ลำปาง,เกาะคา,14509,47.61,15964,52.39,12396,43.82,15893,56.18
ลำปาง,งาว,10823,44.27,13622,55.73,9130,41.05,13113,58.95
ลำปาง,แจ้ห่ม,11854,56.91,8975,43.09,10282,53.72,8858,46.28
ลำปาง,เถิน,13430,50.0,13430,50.0,11654,46.72,13293,53.28
ลำปาง,เมืองปาน,7485,46.37,8656,53.63,6268,43.46,8153,56.54
ลำปาง,เมืองลำปาง,68821,58.69,48442,41.31,61286,55.52,49094,44.48
ลำปาง,แม่ทะ,13753,44.06,17464,55.94,11732,41.18,16758,58.82
ลำปาง,แม่พริก,3509,47.53,3874,52.47,3093,44.61,3841,55.39
ลำปาง,แม่เมาะ,13539,66.67,6768,33.33,11785,63.37,6812,36.63
ลำปาง,วังเหนือ,11182,49.68,11324,50.32,9400,45.84,11107,54.16
ลำปาง,สบปราบ,5318,40.29,7882,59.71,4247,37.15,7186,62.85
ลำปาง,เสริมงาม,6271,42.69,8418,57.31,5236,39.53,8011,60.47
ลำปาง,ห้างฉัตร,12603,44.69,15597,55.31,10864,41.2,15503,58.8
ลำปาง,นอกเขต,661,59.66,447,40.34,596,54.08,506,45.92
ลำปาง,บ้านคา,6654,66.73,3317,33.27,5901,63.34,3416,36.66
ลำพูน,ทุ่งหัวช้าง,5363,53.42,4677,46.58,4257,49.8,4292,50.2
ลำพูน,บ้านธิ,3935,35.41,7178,64.59,3299,32.14,6967,67.86
ลำพูน,บ้านโฮ่ง,12903,52.28,11776,47.72,11060,48.69,11654,51.31
ลำพูน,ป่าซาง,15561,48.26,16686,51.74,13540,45.52,16204,54.48
ลำพูน,ลี้,36464,45.21,44199,54.79,31683,41.99,43778,58.01
ลำพูน,แม่ทา,10289,47.04,11586,52.96,8717,44.05,11071,55.95
ลำพูน,ลี้,19139,56.64,14653,43.36,16416,53.67,14170,46.33
ลำพูน,เวียงหนองล่อง,4478,41.76,6245,58.24,3860,38.96,6048,61.04
ลำพูน,นอกเขต,1363,52.0,1258,48.0,1235,47.39,1371,52.61
เลย,เชียงคาน,15093,53.62,13053,46.38,12818,49.06,13310,50.94
เลย,นาด้วง,5177,45.66,6160,54.34,4244,40.53,6227,59.47
เลย,นาแห้ว,3800,64.19,2120,35.81,3173,58.76,2227,41.24
