จังหวัด,เขตเลือกตั้ง,no,ocrName,newname,พรรคการเมือง,score
ชลบุรี,5,20,นายสมศักดิ๋ สุภาภรณ์,นายสมศักดิ์ สุภาภรณ์,ครูไทยเพื่อประชาชน,109
ชลบุรี,5,26,นายพณพล ครุธติลกานนท์,นายพณพล ครุธดิลกานนท์,ไทรักธรรม,103
ชลบุรี,5,23,นายสำราญ ส่งเสริม,นายสำราญ ส่งเสริม,มติประชา,100
ชลบุรี,5,22,นายสำลี รื่นอายู,นายสำลี รื่นอายุ,ไทยรุ่งเรือง,79
ชลบุรี,5,24,นายรรัช ตรีกิตติคุณ,นายวิรัช ตรีกิตติคุณ,พลังปวงชนไทย,78
ชลบุรี,5,12,นายบดินทร์ ผาสุข,นายบดินทร์ ผาสุข,ประชาภิวัฒน์,76
ชลบุรี,5,19,นางสาวฐ์ตินันทา สิริมาก,นางสาวฐิตินันทา ศิริมาก,มหาชน,61
ชลบุรี,5,11,นายอุดร บุญปก,นายอุดร บุญปก,ประชานิยม,54
ชลบุรี,6,5,นายจรัส คุ้มไข่นำ,นายจรัส คุ้มไข่น้ำ,อนาคตใหม่,39189
ชลบุรี,6,4,นายอิทธิพล คุณปลึม,นายอิทธิพล คุณปลื้ม,พลังประชารัฐ,33440
ชลบุรี,6,6,นางสาวสุภัชกัญ รพีรัชด์,นางสาวสุภัชกัญ รพีรัชต์,เสรีรวมไทย,7155
ชลบุรี,6,2,นางพจนารถ แกวผลึก,นางพจนารถ แก้วผลึก,ประชาธิปัตย์,6582
ชลบุรี,6,1,นายสุนทร คุภธีระนนท์,นายสุนทร ศุภธีระนนท์,ภูมิใจไทย,4345
ชลบุรี,6,16,นายสุเมธ สุเมธกล,นายสุเมธ สุเมธกุล,เศรษฐกิจใหม่,2933
ชลบุรี,6,3,นายน้นทปรีชา คงทอง,นายนันทปรีชา คงทอง,รวมพลังประชาชาติไทย,719
ชลบุรี,6,18,นายอัด ดอกนางแยม,นายอัด ดอกนางแย้ม,ไทยศรีวิไลย์,580
ชลบุรี,6,9,นายเฉลิมพล ผลาพรม,นายเฉลิมพล ผลาพรม,สังคมประชาธิปไตยไทย,414
ชลบุรี,6,19,นายวรพล สุวรรณสบาย,นายวรพล สุวรรณสบาย,พลังปวงชนไทย,362
ชลบุรี,6,10,นายณัชพล แก่นนาคำ,นายณัชพล แก่นนาคำ,ชาติพัฒนา,345
ชลบุรี,6,24,นายสมบัติ ทองใบ,นายสมบัติ ทองใบ,พลังชาติไทย,292
ชลบุรี,6,12,นายธนินท์รัฐ ภัคธรรมศ์ษฐ์,นายธนินท์รัฐ ภัคธรรมศิษฐ์,พลังท้องถิ่นไท,215
ชลบุรี,6,17,นายอิศรยุช พวงสิริ,นายอิศรยุช พวงศิริ,ชาติไทยพัฒนา,212
ชลบุรี,6,13,นายรังสรรค์ วงษ์กวีวัฒนกล,นายรังสรรค์ วงษ์กวีวัฒนกูล,รักษ์ผืนป่าประเทศไทย,157
ชลบุรี,6,27,นายสุพัฒน์ หงษ์สวัสดิ๋,นายสุพัฒน์ หงษ์สวัสดิ์,เพื่อชีวิตใหม่,118
ชลบุรี,6,11,นางลัทรานิษฐ์ วริษฐ์พิชาพร,นางภัทรานิษฐ์ วริษฐ์พิชาพร,ประชานิยม,107
ชลบุรี,6,23,นายไพโรจน์ สินสมุทร,นายไพโรจน์ สินสมุทร,พลังประชาธิปไตย,104
ชลบุรี,6,15,นายกษ์ฐิ๋เดช พิชะยะพัฒน์,นายกษิฐิ์เดช พิชะยะพัฒน์,ประชาชนปฏิรูป,94
ชลบุรี,6,7,นายรัฐน้นท์ ป็ยเดชพงศ์ธาริน,นายรัฐนันท์ ปิยเดชพงศ์ธาริน,ประชาภิวัฒน์,89
ชลบุรี,6,22,นายชาญชัย ตะเภาพงษ์,นายชาญชัย ตะเภาพงษ์,ครูไทยเพื่อประชาชน,88
ชลบุรี,6,25,นางสาวภิญญาพัชญ์ คเนจร ณ อยุธยา,นางสาวภิญญาพัชญ์ คเนจร ณ อยุธยา,ไทยรุ่งเรือง,75
ชลบุรี,6,21,นายอนิรุทธิ๋ นาวีนอ1ดมทรัพย์,นายอนิรุทธิ์ นาวินอุดมทรัพย์,พลังศรัทธา,66
ชลบุรี,6,29,นายวสันต์ แกวงาม,นายวสันต์ แก้วงาม,ภาคีเครือข่ายไทย,61
ชลบุรี,6,28,นางสาวเกศรินทร์ มังครัตน์,นางสาวเกศรินทร์ มังครัตน์,ไทรักธรรม,49
ชลบุรี,6,26,นายเชิดศักดิสุวรรณสิริ,นายเชิดศักดิ์ สุวรรณศิริ,พลเมืองไทย,45
ชลบุรี,6,20,นางสาวเนตรทราย วอนเมือง,นางสาวเนตรทราย วอนเมือง,มหาชน,38
ชลบุรี,7,13,นางสาวกรนนาถ ตาคีย์,นางสาวกวินนาถ ตาคีย์,อนาคตใหม่,31247
ชลบุรี,7,6,นายปรเมศวร์ งามพ้เชษฐ์,นายปรเมศวร์ งามพิเชษฐ์,พลังประชารัฐ,28001
ชลบุรี,7,5,นายสุไอนี เจริญสุข,นายสุไอนี เจริญสุข,เสรีรวมไทย,7708
ชลบุรี,7,11,นายปพน ประยูรหงษ์,นายปพน ประยูรหงษ์,ภูมิใจไทย,6946
ชลบุรี,7,8,นายจักกภูช ไกรมาตย์,นายจักกฤช ไกรมาตย์,ประชาธิปัตย์,5243
ชลบุรี,7,16,นางสาวสุธาทิพย์ มนต์ประสิทธิ,นางสาวสุธาทิพย์ มนต์ประสิทธิ์,เศรษฐกิจใหม่,2256
ชลบุรี,7,15,นาวาโทสุทัศน์ วงศ์ปรีดี,นาวาโทสุทัศน์ วงศ์ปรีดี,เพื่อชาติ,1383
ชลบุรี,7,1,นายพีรพัทธ์ ธีรธันยรัก,นายพีรพัทธ์ ธีรธันยรัก,รวมพลังประชาชาติไทย,690
ชลบุรี,7,4,นายสุรใจ อัตตนาถ,นายสุรใจ อัตตนาถ,ชาติพัฒนา,670
ชลบุรี,7,10,นายอำพล จันทร์เทียน,นายอำพล จันทร์เทียน,รักษ์ผืนป่าประเทศไทย,336
ชลบุรี,7,17,นายปรีชา รุ่งโชติอนันต์,นายปรีชา รุ่งโชติอนันต์,ชาติไทยพัฒนา,289
ชลบุรี,7,23,นางนงนารถ สลับดี,นางนงนารถ สลับดี,ไทยศรีวิไลย์,273
ชลบุรี,7,14,นายสุจินต์ หนองใหญ่,นายสุจินต์ หนองใหญ่,พลังชาติไทย,259
ชลบุรี,7,12,นายตะวัน แจ่มกระจ่าง,นายตะวัน แจ่มกระจ่าง,พลังท้องถิ่นไท,244
ชลบุรี,7,7,นายรักเกียรติ กิจธรรมเจริญ,นายรักเกียรติ กิจธรรมเจริญ,ประชาภิวัฒน์,229
ชลบุรี,7,2,นายอนชา แก่ด้างพลุ,นายอนุชา แก่ค้างพลู,สังคมประชาธิปไตยไทย,164
ชลบุรี,7,20,นายอำนาจ แจ่มจันทร์,นายอำนาจ แจ่มจันทร์,ไทยรุ่งเรือง,148
ชลบุรี,7,19,นายนกล คงชุบ,นายนุกูล คงชุบ,พลังปวงชนไทย,137
ชลบุรี,7,9,นายนิวัฒน์ ธรรมสาธิต,นายนิวัฒน์ ธรรมสาธิต,ประชานิยม,136
ชลบุรี,7,26,นายชยุต ธนภาพธัญนพ,นายชยุต ธนุภาพธัญนพ,ไทรักธรรม,129
ชลบุรี,7,21,นางสาวลัดดาวัลย์ คลำยสอน,นางสาวลัดดาวัลย์ คล้ายสอน,พลังศรัทธา,117
ชลบุรี,7,24,นายสุพี อินทรมาร,นายสุพี อินทรมาร,พลเมืองไทย,115
ชลบุรี,7,22,นางกนกพร ฮาชัน,นางกนกพร ฮาซัน,ครูไทยเพื่อประชาชน,104
ชลบุรี,7,18,นางพัฒน์นรี บุญชน,นางพัฒน์นรี บุญชั้น,ประชาชนปฏิรูป,64
ชลบุรี,7,25,นางสาวนชนาถ พิทักษ์กศลธิติ,นางสาวนุชนาถ พิทักษ์กุศลธิติ,ผึ้งหลวง,55
ชลบุรี,8,8,นายสะถิระ เผือกประพันธุ,นายสะถิระ เผือกประพันธุ์,พลังประชารัฐ,33967
ชลบุรี,8,11,นาวาตรีสุรสิทธิ๋ ทะวะลัย,นาวาตรีสุรสิทธิ์ ทะวะลัย,อนาคตใหม่,25874
ชลบุรี,8,4,นายธเนศพล เอกกลาง,นายธเนศพล เอกกลาง,เสรีรวมไทย,5865
ชลบุรี,8,2,นายไมตรี สอยเหลือง,นายไมตรี สอยเหลือง,ประชาธิปัตย์,5755
ชลบุรี,8,7,พลเรือเอกสุรพล จันทน์แดง,พลเรือเอกสุรพล จันทน์แดง,ภูมิใจไทย,2998
ชลบุรี,8,15,นางศศิมาภรณ์ ชมไพร,นางศศิมาภรณ์ ชมไพร,เพื่อชาติ,2518
ชลบุรี,8,13,นางสาวปารย์รวี ศรีโสม,นางสาวปารย์รวี ศรีโสม,เศรษฐกิจใหม่,2313
ชลบุรี,8,1,นายอนชา ชุบสัมกทธิ๋,นายอนุชา ชุบสัมฤทธิ์,ชาติพัฒนา,489
ชลบุรี,8,10,นายรทวัส สามารถ,นายวิทวัส สามารถ,รักษ์ผืนป่าประเทศไทย,389
ชลบุรี,8,21,นายต็รเศรษฐ์ อภิซัจหรรษกร,นายศิรเศรษฐ์ อภิชัจหรรษกร,ไทยศรีวิไลย์,353
ชลบุรี,8,16,พลเรือดรีพุลสุข บุนนาค,พลเรือตรีพูลสุข บุนนาค,ชาติไทยพัฒนา,332
ชลบุรี,8,9,นายอภิสัณห้ วัฒนานิรันดร์กล,นายอภิสัณห์ วัฒนานิรันดร์กุล,รวมพลังประชาชาติไทย,322
ชลบุรี,8,12,พลเรือตรีธรรมนูญ กสิโกศล,พลเรือตรีธรรมนูญ กสิโกศล,พลังชาติไทย,276
ชลบุรี,8,24,นางสาวบุษยมาศ โกเมฆ,นางสาวบุษยมาศ โกเมฆ,พลเมืองไทย,170
ชลบุรี,8,5,นางสาวพรทีพย์ แสนทวีสุข,นางสาวพรทิพย์ แสนทวีสุข,สังคมประชาธิปไตยไทย,163
ชลบุรี,8,14,พลเรือโทสุธี เมนะโพธิ,พลเรือโทสุธี เมนะโพธิ,ประชาชนปฏิรูป,157
ชลบุรี,8,22,นายประกิจ หมีนศรี,นายประกิจ หมื่นศรี,พลังท้องถิ่นไท,134
ชลบุรี,8,3,นายพอสกิณห์ ธนกกษ์มั่นคง,นายพอสกัณห์ ธนฤกษ์มั่นคง,ประชานิยม,126
ชลบุรี,8,19,นาวาตรีดำรงชาติ รอดชีวัน,นาวาตรีดำรงชาติ รอดชีวัน,ครูไทยเพื่อประชาชน,112
ชลบุรี,8,25,นางศิริลัคน์ คำศรี,นางศิริลัคน์ คำศรี,ผึ้งหลวง,109
ชลบุรี,8,20,นายป็ยวัฒน์ ศรีคำดี,นายปิยวัฒน์ ศรีคำดี,พลังประชาธิปไตย,81
ชลบุรี,8,26,นางสาวสุพรวีเณศน์ พานเกลำ,นางสาวสุพรวิเณศน์ พานเกล้า,ไทรักธรรม,80
ชลบุรี,8,17,นาวาโทสมเกียรติ อุปถัมภ์ชาติ,นาวาโทสมเกียรติ อุปถัมภ์ชาติ,พลังปวงชนไทย,63
ชลบุรี,8,18,นายแสนไพศาล บุลย์พัชร,นายแสนไพศาล บูลย์พัชร,ไทยรุ่งเรือง,59
ชลบุรี,8,23,นางสาวกุลรัชฎา วโรทัย,นางสาวกุลรัชฎา วโรทัย,ประชาภิวัฒน์,53
ชัยนาท,1,11,นายอนชา นาคาศัย,นายอนุชา นาคาศัย,พลังประชารัฐ,44104
ชัยนาท,1,9,นายพรหมมิน สีตบุดร,นายพรหมมิน สีตบุตร,เพื่อไทย,22916
ชัยนาท,1,2,นายณัฐพงศ์ นวลแสง,นายณัฐพงศ์ นวลแสง,อนาคตใหม่,15144
ชัยนาท,1,3,นายประชา ยอดวานิช,นายประชา ยอดวานิช,ประชาธิปัตย์,5143
ชัยนาท,1,6,นายสน้น ทองปาน,นายสนั่น ทองปาน,เสรีรวมไทย,1752
ชัยนาท,1,4,นายภวภัท เมธากีรติกร,นายภูวภัท เมธากีรติกร,ภูมิใจไทย,1267
ชัยนาท,1,14,นายรซิต กลัดสุข,นายวิชิต กลัดสุข,ประชาภิวัฒน์,647
ชัยนาท,1,7,นายสุชาติ อัมพานนท์,นายสุชาติ อัมพานนท์,ไทยศรีวิไลย์,488
ชัยนาท,1,8,นายสกณภัทร เรืองคุ้ม,นายสกณภัทร เรืองคุ้ม,รวมพลังประชาชาติไทย,487
ชัยนาท,1,1,นางปิยนุช ปาปี,นางปิยนุช ปาปี,ประชาชาติ,482
ชัยนาท,1,5,นายสุภัทร์ประกร อำสกุล,นายสุภัทร์ประกร อ่ำสกุล,เพื่อชาติ,466
ชัยนาท,1,15,นายบุรินทร์ จิรวัฒน์จรรยา,นายบุรินทร์ จิรวัฒน์จรรยา,ประชาชนปฏิรูป,299
ชัยนาท,1,12,นายอนนต์ สิงหะสุริยะ,นายอนนต์ สิงหะสุริยะ,พลังท้องถิ่นไท,256
ชัยนาท,1,17,สิบเอกประสิทธิ แพ่งกลน,สิบเอกประสิทธิ์ แพ่งกลิ่น,ชาติไทยพัฒนา,222
ชัยนาท,1,13,นายกกุติเดช กิตติศาลโชติไพบูลย์,นายกฤติเดช กิตติศาลโชติไพบูลย์,ประชานิยม,190
ชัยนาท,1,16,นายชลอ พวงทอง,นายชลอ พวงทอง,พลังปวงชนไทย,166
ชัยนาท,1,25,นางสาววรารัตน์ ทองมาก,นางสาววรารัตน์ ทองมาก,พลังชาติไทย,150
ชัยนาท,1,19,นายลือชา แยมขยัน,นายลือชา แย้มขยัน,รักษ์ผืนป่าประเทศไทย,148
ชัยนาท,1,21,นายทองเหมาะ สำราญบุญ,นายทองเหมาะ สำราญบุญ,เครือข่ายชาวนาแห่งประเทศไทย,109
ชัยนาท,1,23,นายสหาย นิลกำแหง,นายสหาย นิลกำแหง,พลังไทยดี,105
ชัยนาท,1,27,นายสมบัติ แกวคง,นายสมบัติ แก้วคง,ประชาไทย,78
ชัยนาท,1,24,นายวินัย ว่นคง,นายวินัย วุ่นคง,แผ่นดินธรรม,68
ชัยนาท,1,26,นายบุญเลิศ แกวอินทร์,นายบุญเลิศ แก้วอินทร์,ภูมิพลังเกษตรกรไทย,56
ชัยนาท,1,20,นายประสาน วงเวียน,นายประสาน วงเวียน,พลเมืองไทย,31
ชัยนาท,1,10,นายสมชาย สิทธิบรวงษ์,นายสมชาย สิทธิบรวงษ์,ไทยรักษาชาติ,0
ชัยนาท,1,18,นายเรวัตร ฟักขาว,นายเรวัตร ฟักขาว,เพื่อนไทย,0
ชัยนาท,1,22,นางศุภกาญจน์ โจนส์,นางศุภกาญจน์ โจนส์,เศรษฐกิจใหม่,0
ชัยนาท,1,28,นายเพทาย ทัพมงคล,นายเพทาย ทัพมงคล,พลังประชาธิปไตย,0
ชัยนาท,2,5,นายมณเฑียร สงฆ์ประชา,นายมณเฑียร สงฆ์ประชา,พลังประชารัฐ,48505
ชัยนาท,2,4,นายวิชาญ วงษ์พานิช,นายวิชาญ วงษ์พานิช,อนาคตใหม่,27592
ชัยนาท,2,3,นายสนธยา ภูษ์ต,นายสนธยา ภูษิต,ประชาธิปัตย์,4642
ชัยนาท,2,12,นายธนบดี คุ้มชนะ,นายธนบดี คุ้มชนะ,ภูมิใจไทย,3188
ชัยนาท,2,11,พ.ต.ท.ประเสริฐ อินทร์ทับ,พ.ต.ท.ประเสริฐ อินทร์ทับ,เสรีรวมไทย,2771
ชัยนาท,2,1,นางสาวมุกรวิ บุญงาม,นางสาวมุกรวี บุญงาม,พลังประชาธิปไตย,776
ชัยนาท,2,20,นายจักรกริช ชะเอม,นายจักรกริช ชะเอม,เศรษฐกิจใหม่,663
ชัยนาท,2,10,นายธนพนธ์ แฟงสภา,นายธนพนธ์ แพ่งสภา,พลังท้องถิ่นไท,590
ชัยนาท,2,14,นายปัญญา สุขนิล,นายปัญญา สุขนิล,ชาติพัฒนา,574
ชัยนาท,2,24,นายบุญชัย จารุพันธุ์,นายบุญชัย จารุพันธุ์,พลังชาติไทย,533
ชัยนาท,2,9,นางสาวปณิตา อิทธิวรธาดา,นางสาวปณิตา อิทธิวรธาดา,รวมพลังประชาชาติไทย,371
ชัยนาท,2,22,นายณวพงศ์ธร นิติภูวนนท์,นายณวพงศ์ธร นิติภูวนนท์,แผ่นดินธรรม,319
ชัยนาท,2,15,นายมาน้ฏฐ์ดลฌ์ เจริญภูวดล,นายมานัฏฐ์ดลฌ์ เจริญภูวดล,ชาติไทยพัฒนา,310
ชัยนาท,2,7,นายสมชัย ชัยรัตนงามเดช,นายสมชัย ชัยรัตนงามเดช,ประชาภิวัฒน์,277
ชัยนาท,2,19,นายดา ดรคง,นายดา ครคง,เครือข่ายชาวนาแห่งประเทศไทย,273
ชัยนาท,2,13,นางไขแสง หอมรส,นางไขแสง หอมรส,ประชาชนปฏิรูป,193
ชัยนาท,2,23,นายอกกษภู เกตเอม,นายอุกฤษฎ์ เกตุเอม,ไทยศรีวิไลย์,192
ชัยนาท,2,8,นายไพบูลย์ เมตตาสุด,นายไพบูลย์ เมตตาสุต,ประชานิยม,189
ชัยนาท,2,17,นายสุพจน์ บูญมี,นายสุพจน์ บุญมี,รักษ์ผืนป่าประเทศไทย,166
ชัยนาท,2,21,นายอนันต์ น์อยศักดิ๋,นายอนันต์ น้อยศักดิ์,พลังไทยดี,132
ชัยนาท,2,18,นายพิษณ วงเวียน,นายพิษณุ วงเวียน,พลเมืองไทย,36
ชัยนาท,2,2,นายจิระ เมธีวิวัฒน์,นายจิระ เมธีวิวัฒน์,เพื่อชาติ,0
ชัยนาท,2,6,นายชัยวัฒน์ ทรัพย์รวงทอง,นายชัยวัฒน์ ทรัพย์รวงทอง,ไทยรักษาชาติ,0
ชัยนาท,2,16,นายบำรุง จีนอํ่า,นายบำรุง จีนอ่ำ,เพื่อนไทย,0
ชัยภูมิ,1,6,นายโอชิษฐ์ เกียรติก้องชูชัย,นายโอชิษฐ์ เกียรติก้องชูชัย,เพื่อไทย,38481
ชัยภูมิ,1,1,นายวสันต์ กล่าแท้,นายวสันต์ กล้าแท้,พลังประชารัฐ,17463
ชัยภูมิ,1,19,นายประสิทธิ ชัยวิรัตนะ,นายประสิทธิ์ ชัยวิรัตนะ,ภูมิใจไทย,15469
ชัยภูมิ,1,14,นายโสโชค สู้โนนตาด,นายโสโชค สู้โนนตาด,อนาคตใหม่,13715
ชัยภูมิ,1,12,นางสาวน้ฎฐิกา โล่ห์วีระ,นางสาวนัฏฐิกา โล่ห์วีระ,ประชาธิปัตย์,5231
ชัยภูมิ,1,18,นายวันชัย ลือมงคล,นายวันชัย ลือมงคล,เสรีรวมไทย,1324
ชัยภูมิ,1,17,นายธนารักษ์ บุญเพชรรัตน์,นายธนารักษ์ บุญเพชรรัตน์,เศรษฐกิจใหม่,1086
ชัยภูมิ,1,26,นายคมกริช ธงภักดิ๋,นายคมกริช ธงภักดิ์,เพื่อแผ่นดิน,773
ชัยภูมิ,1,21,พลตรีกกษฏ์ พรมเฮียง,พลตรีกฤษฏ์ พรมเฮียง,ชาติพัฒนา,680
ชัยภูมิ,1,10,นางบุญยากาญจน์ ยืนชีวิตวราโชค,นางบุญยากาญจน์ ยืนชีวิตวราโชค,ประชาชาติ,621
ชัยภูมิ,1,9,นายสุพิน ศรวิเศษ,นายสุพิน ศรวิเศษ,เพื่อชาติ,579
ชัยภูมิ,1,13,นายชุเกียรติ หนสลุง,นายชูเกียรติ หนูสลุง,พลังท้องถิ่นไท,541
ชัยภูมิ,1,4,นายเด่นชัย สิงห์กระโจม,นายเด่นชัย สิงห์กระโจม,พลังไทยรักไทย,422
ชัยภูมิ,1,22,นางสาวกชพร เบาลี,นางสาวกชพร เบ้าลี,พลังแรงงานไทย,328
ชัยภูมิ,1,39,นางเทียมจันทร์ ชำนาญวงศ์,นางเทียมจันทร์ ชำนาญวงศ์,ไทรักธรรม,279
ชัยภูมิ,1,8,นายอุทาม ตาปราบ,นายอุทาม ตาปราบ,ทางเลือกใหม่,262
ชัยภูมิ,1,5,นายสถิต ชนะชัย,นายสถิต ชนะชัย,รวมพลังประชาชาติไทย,239
ชัยภูมิ,1,7,นายคิริศักดิธงทอง,นายศิริศักดิ์ ธงทอง,สยามพัฒนา,216
ชัยภูมิ,1,11,นายอติศักดิประสานเชือ,นายอดิศักดิ์ ประสานเชื้อ,ประชาภิวัฒน์,198
ชัยภูมิ,1,2,นางศศกรณี อินทรชัยศรี,นางศศกรณ์ อินทรชัยศรี,ประชานิยม,187
ชัยภูมิ,1,3,นางสังกา แสงกทธิ๋,นางสังกา แสงฤทธิ์,ชาติไทยพัฒนา,150
ชัยภูมิ,1,34,นายรัญชน์ บัวชมภู,นายรัญชน์ บัวชมภู,พลังชาติไทย,97
ชัยภูมิ,1,33,นายประยุทธ พุทธบุรี,นายประยุทธ พุทธบุรี,รักษ์ผืนป่าประเทศไทย,94
ชัยภูมิ,1,35,นายสุพจน์ มั่นหมาย,นายสุพจน์ มั่นหมาย,พลังรัก,94
ชัยภูมิ,1,27,นางรุ่งรัตน์ ลุดมรักษ์,นางรุ่งรัตน์ อุดมรักษ์,ประชาธิปไตยใหม่,82
ชัยภูมิ,1,20,นางมาลินี ชุสกล,นางมาลินี ชูสกุล,ไทยธรรม,80
ชัยภูมิ,1,29,นายวันชัย สบายจิตต์,นายวันชัย สบายจิตต์,มหาชน,80
ชัยภูมิ,1,30,นางสมพิศ โชติเสวตร,นางสมพิศ โชติเสวตร,ประชาไทย,78
ชัยภูมิ,1,37,นายนิคม เมฆวงต์ษา,นายนิคม เมฆวงค์ษา,ผึ้งหลวง,67
ชัยภูมิ,1,36,นายบรรเทิง หมู่โยธา,นายบรรเทิง หมู่โยธา,พลังประชาธิปไตย,66
ชัยภูมิ,1,38,นายเผ่าพงศ์ ภูมิวิชิต,นายเผ่าพงศ์ ภูมิวิชิต,ประชากรไทย,58
ชัยภูมิ,1,25,นายสงคราม สายชาลี,นายสงคราม สายชาลี,พลังปวงชนไทย,56
ชัยภูมิ,1,23,นางทองนาค กาทองทุ่ง,นางทองนาค กาทองทุ่ง,ประชาชนปฏิรูป,46
ชัยภูมิ,1,28,นายสมหมาย ต่อชีพ,นายสมหมาย ต่อชีพ,ประชาธรรมไทย,24
ชัยภูมิ,1,15,นายดำรงค์ ศรีวงษ์ชัย,นายดำรงค์ ศรีวงษ์ชัย,เพื่อคนไทย,0
ชัยภูมิ,1,16,นายสัมพันธุ์ ศรีนอก,นายสัมพันธ์ ศรีนอก,เพื่อไทย,0
ชัยภูมิ,1,24,นายสรน้นท์ ศรีวงษ์,นายสรนันท์ ศรีวงษ์,กลาง,0
ชัยภูมิ,1,31,นายประยงค์ อุตอามาตย์,นายประยงค์ อุตอามาตย์,ครูไทยเพื่อประชาชน,0
ชัยภูมิ,1,32,นายวีรศักดิ๋ วงษ์บุตร,นายวีรศักดิ์ วงษ์บุตร,ไทยรักษาชาติ,0
ชัยภูมิ,2,4,นายเซิงชาย ชาลีรินทร์,นายเชิงชาย ชาลีรินทร์,พลังประชารัฐ,33614
ชัยภูมิ,2,2,นายอรรถวีร์ ลุระวัฒนพันธุ์,นายอรรถวีร์ อุระวัฒนพันธุ์,เพื่อไทย,31990
ชัยภูมิ,2,11,นางสาวสุนทรี ชัยวิรัตนะ,นางสาวสุนทรี ชัยวิรัตนะ,ภูมิใจไทย,12688
ชัยภูมิ,2,17,นายไพโรจน์ วงงาน,นายไพโรจน์ วงงาน,อนาคตใหม่,9866
ชัยภูมิ,2,14,นางสาวปาริชาติ ชาลีเครือ,นางสาวปาริชาติ ชาลีเครือ,รักษ์ผืนป่าประเทศไทย,6363
ชัยภูมิ,2,10,นายไถง ครอบบัวบาน,นายไถง ครอบบัวบาน,ประชาธิปัตย์,1770
ชัยภูมิ,2,1,นายถวัลย์ หงษ์ไทย,นายถวัลย์ หงษ์ไทย,เสรีรวมไทย,1078
ชัยภูมิ,2,24,นายจรูญ ยศวิมลโสภา,นายจรูญ ยศวิมลโสภา,เพื่อชาติ,1051
ชัยภูมิ,2,23,นายนิรวัช ครองบัวบาน,นายนิรวัช ครองบัวบาน,พลังปวงชนไทย,751
ชัยภูมิ,2,22,นายนกชา แกวสิงห์,นายนฤชา แก้วสิงห์,ทางเลือกใหม่,553
ชัยภูมิ,2,9,นายเอกชัย อังกลมเกลียว,นายเอกชัย อังกลมเกลียว,เศรษฐกิจใหม่,526
ชัยภูมิ,2,3,นายมิตรชัย แกวทน,นายมิตรชัย แก้วทน,พลังชาติไทย,469
ชัยภูมิ,2,31,นายโสภณ ศรีดานุช,นายโสภณ ศรีดานุช,ภาคีเครือข่ายไทย,305
ชัยภูมิ,2,15,นายญาณกร แกวสารภูมิ,นายญาณกร แก้วสารภูมิ,ชาติพัฒนา,268
ชัยภูมิ,2,12,นางดาวเรือง ยอดวงศ์,นางดาวเรือง ยอดวงศ์,ไทยธรรม,182
ชัยภูมิ,2,34,นายสะอาด คุ้มไข่นำ,นายสะอาด คุ้มไข่น้ำ,พลังประชาธิปไตย,180
ชัยภูมิ,2,5,นายสุริยะ สิทธ์กลาง,นายสุริยะ สิทธิ์กลาง,ประชาไทย,179
ชัยภูมิ,2,16,นายชุง การกะดัง,นายซุง การกะสัง,พลังไทยรักไทย,163
ชัยภูมิ,2,21,นายปรีชา พงษ์จตุรา,นายปรีชา พงษ์จตุรา,ชาติไทยพัฒนา,144
ชัยภูมิ,2,19,นายลุดม ลีหัวสระ,นายอุดม ลีหัวสระ,รวมพลังประชาชาติไทย,143
ชัยภูมิ,2,36,นายบุญส่ง กวางนอก,นายบุญส่ง กว้างนอก,รักท้องถิ่นไทย,105
ชัยภูมิ,2,18,นางสาวรัชนก ชวดชัยภูมิ,นางสาวรัชนก ชวดชัยภูมิ,พลังแรงงานไทย,97
ชัยภูมิ,2,7,นางสาวณิรารัช วรรณจงคำ,นางสาวณิรารัช วรรณจงคำ,พลังท้องถิ่นไท,92
ชัยภูมิ,2,6,นางปราณี ดำรงพันธุ์,นางปราณี ดำรงพันธ์,ประชาภิวัฒน์,85
ชัยภูมิ,2,20,นางสาวปรีดาพร คุ้มไข่นำ,นางสาวปรีดาพร คุ้มไข่น้ำ,เพื่อแผ่นดิน,79
ชัยภูมิ,2,37,นายสุขสันต์ เนื่องชุมพล,นายสุขสันต์ เนื่องชุมพล,ไทรักธรรม,77
ชัยภูมิ,2,8,นายกชากกษณ์ สุวรรณชัย,นายฤชากฤษณ์ สุวรรณชัย,ประชานิยม,44
ชัยภูมิ,2,32,นางอุ่นเรือน คิริชาติ,นางอุ่นเรือน ศิริชาติ,พลังรัก,41
ชัยภูมิ,2,30,นางยูพิน มะลัยขวัญ,นางยุพิน มะลัยขวัญ,ประชาธรรมไทย,35
ชัยภูมิ,2,35,นายสนัด ขาวดี,นายสนัด ขาวดี,พลังศรัทธา,35
ชัยภูมิ,2,25,นายสมชาย วรภักดี,นายสมชาย วรภักดี,ประชาชนปฏิรูป,32
ชัยภูมิ,2,26,นายนำชัย พันธุโชคอนันต์,นายนำชัย พันธุ์โชคอนันต์,ประชาธิปไตยใหม่,27
ชัยภูมิ,2,29,นายอรุณ บริบุรณ์,นายอรุณ บริบูรณ์,ครูไทยเพื่อประชาชน,27
ชัยภูมิ,2,27,นางเพ็ญพรรณ หิรัญเกิด,นางเพ็ญพรรณ หิรัญเกิด,ประชากรไทย,22
ชัยภูมิ,2,33,นางสาวดาริกา อชาดี,นางสาวดาริกา อุชาดี,ผึ้งหลวง,21
ชัยภูมิ,2,28,นายจดภูมิ จิตตะดาม,นายจตุภูมิ จิตตะคาม,มหาชน,6
