จังหวัด,เขตเลือกตั้ง,no,ocrName,newname,พรรคการเมือง,score
ปัตตานี,2,7,นายมูฮำมัดอารีพ้น จะปะกิยา,นายมูฮำมัดอารีฟีน จะปะกิยา,ประชาชาติ,17218
ปัตตานี,2,19,นายศิรวัชโชติ รัตนมาลา,นายศิรวัชโชติ รัตนมาลา,รวมพลังประชาชาติไทย,14918
ปัตตานี,2,10,นายอิสมาแอล เบญอิบรอฮีม,นายอิสมาแอล เบญอิบรอฮีม,ประชาธิปัตย์,12885
ปัตตานี,2,4,นายวันนอร์ หะยีเมาะลอ,นายวันนอร์ หะยีเมาะลอ,อนาคตใหม่,6936
ปัตตานี,2,6,นายมูฮำมัดรอปี หฟ้อแหล่,นายมูฮำมัดรอปี หม้อแหล่,พลังท้องถิ่นไท,5667
ปัตตานี,2,8,นายอัศมี หยีดาโอะ,นายอัศมี หยีดาโอะ,พลังประชารัฐ,3923
ปัตตานี,2,5,นายอัดนัน สุหลง,นายอัดนัน สุหลง,เสรีรวมไทย,1137
ปัตตานี,2,14,นายเอกอนันต์ วันอารีย์สกล,นายเอกอนันต์ วันอารีย์สกุล,ชาติไทยพัฒนา,857
ปัตตานี,2,20,นายสมมาตร พรหมดำเนิน,นายสมมาตร พรหมดำเนิน,พลังชาติไทย,499
ปัตตานี,2,26,นายซูเฟิยน สะดียามู,นายซูเฟียน สะดียามู,เศรษฐกิจใหม่,344
ปัตตานี,2,21,นายเฉลิมพล ธรรมชาติ,นายเฉลิมพล ธรรมชาติ,แผ่นดินธรรม,305
ปัตตานี,2,2,นายชาญฤทธิ๋ หนชุแกว,นายชาญฤทธิ์ หนูชูแก้ว,คลองไทย,272
ปัตตานี,2,3,พันตำรวจโทอนุวัตร ดอเลาะเซาะ,พันตำรวจโทอนุวัตร ดอเลาะเซาะ,เพื่อธรรม,267
ปัตตานี,2,27,นายญฮัน หะยีเด็ง,นายญูฮัน หะยีเด็ง,พลังไทยรักไทย,214
ปัตตานี,2,24,นายสะมาแอ สะมะแอ,นายสะมาแอ สะมะแอ,ประชาธิปไตยใหม่,210
ปัตตานี,2,29,นายไซดอาลี ไซดอูเช้ง,นายไซดอาลี ไซดอูเซ็ง,พลังประชาธิปไตย,197
ปัตตานี,2,12,นายดอรอหะ สะมุดิง,นายดอรอหะ สะมุดิง,เพื่อชาติ,188
ปัตตานี,2,11,นางสาวโรสรี ศรีตุลาการ,นางสาวโรสรี่ ศรีตุลาการ,รักษ์ผืนป่าประเทศไทย,187
ปัตตานี,2,33,นายเจษฎา บาเหม,นายเจษฎา บาเหม,ไทรักธรรม,183
ปัตตานี,2,18,นายดออีง มูดอ,นายดอฮิง มูดอ,ถิ่นกาขาวชาววิไล,177
ปัตตานี,2,30,นางอามีนา เพ้ชรภิมล,นางอามีนา เพ็ชรภิมล,เพื่อแผ่นดิน,150
ปัตตานี,2,15,นายสุดใจ ชุมนุมมณี,นายสุดใจ ชุมนุมมณี,สยามพัฒนา,116
ปัตตานี,2,22,นายรอแม สาเมาะ,นายรอแม สาเมาะ,ครูไทยเพื่อประชาชน,94
ปัตตานี,2,13,นายนิรันดร์ แวดือราแม,นายนิรันดร์ แวดือราแม,ประชาธรรมไทย,84
ปัตตานี,2,17,นางสาวซาลีฮะ เช้ง,นางสาวซาลีฮะ เซ็ง,ประชาภิวัฒน์,81
ปัตตานี,2,16,นายสึฮาบดิน หะยีมะเด็ง,นายสีฮาบูดิน หะยีมะเด็ง,ไทยธรรม,76
ปัตตานี,2,28,นางสาวไตยีบา สาและ,นางสาวไตยีบา สาและ,พลังไทสร้างชาติ,75
ปัตตานี,2,34,นายคุนยา เบญฮาริศ,นายดุนยา เบญฮาริศ,ประชาไทย,66
ปัตตานี,2,25,นายขาเดร์ มุซอ,นายขาเดร์ มูซอ,ประชานิยม,56
ปัตตานี,2,31,นางแวฮานี แวแยนา,นางแวฮานี แวแยนา,ภูมิพลังเกษตรกรไทย,50
ปัตตานี,2,32,นายแวสะแม แวสุหลง,นายแวสะแม แวสุหลง,พลังสังคม,30
ปัตตานี,2,23,นายอายี ยูโซะ,นายอายิ ยูโซะ,ภราดรภาพ,24
ปัตตานี,2,9,ดาบตำรวจอับดลเลาะ สะนิดอเลาะ,ดาบตำรวจอับดุลเลาะ สะนิดอเลาะ,ไทยรักษาชาติ,0
ปัตตานี,3,3,นายอนมด ซุสารอ,นายอนุมัติ ซูสารอ,ประชาชาติ,36799
ปัตตานี,3,14,นายอับดุลกอฮาร์ อาแวปูเตะ,นายอับดุลกอฮาร์ อาแวปูเตะ,ภูมิใจไทย,18109
ปัตตานี,3,10,นายน้ซรูดตีน ฮัจยีดาโอะ,นายนัซรูดดีน ฮัจยีดาโอะ,พลังประชารัฐ,11740
ปัตตานี,3,6,นายคอเลฟ เจ๊ะนา,นายคอเลฟ เจ๊ะนา,ประชาธิปัตย์,9980
ปัตตานี,3,13,นายอาลีฟ มาแฮ,นายอาลีฟ มาแฮ,อนาคตใหม่,6742
ปัตตานี,3,15,ว่าที่ร้อยตรีโมฮามัดยาสรี ยูซง,ว่าที่ร้อยตรีโมฮามัดยาสรี ยูซง,รวมพลังประชาชาติไทย,2322
ปัตตานี,3,5,นายนาเซร์ พงค'ประเสริฐ,นายนาเซร์ พงค์ประเสริฐ,เพื่อไทย,810
ปัตตานี,3,1,นายเช้ง ปูเตะ,นายเซ็ง ปูเตะ,เสรีรวมไทย,632
ปัตตานี,3,18,นายอับดุลรามัน มะยูโซะ,นายอับดุลรามัน มะยูโซะ,ชาติไทยพัฒนา,483
ปัตตานี,3,23,นายนกล ขวัญทอง,นายนุกูล ขวัญทอง,แผ่นดินธรรม,459
ปัตตานี,3,11,นายอุสมาน อับดลเลาะ,นายอุสมาน อับดุลเลาะ,พลังท้องถิ่นไท,282
ปัตตานี,3,8,นางสาวรออันนิ เจะเลาะ,นางสาวรอฮันนี เจะเลาะ,ชาติพัฒนา,269
ปัตตานี,3,30,นางดวงฤดี นิลจันทร์,นางดวงฤดี นิลจันทร์,เพื่อแผ่นดิน,232
ปัตตานี,3,4,นางสาวซาวีย้ะ หะยีแวและ,นางสาวซาวีย๊ะ หะยีแวและ,รักษ์ผืนป่าประเทศไทย,211
ปัตตานี,3,26,นายซาบารี มะลี,นายซาบารี มะลี,พลังชาติไทย,177
ปัตตานี,3,34,นางธิปัตยา กิมเต็ม,นางธิปัตยา กิ้มเส็ม,ภูมิพลังเกษตรกรไทย,168
ปัตตานี,3,29,นายอิสมาแอ ยาดา,นายอิสมาแอ ยาดา,เศรษฐกิจใหม่,160
ปัตตานี,3,9,นายนิอิลยัส นิมะ,นายนิอิลยัส นิมะ,ประชาภิวัฒน์,150
ปัตตานี,3,16,นายกอเดร์ สีอแต,นายกอเดร์ สือแต,เพื่อชาติ,140
ปัตตานี,3,7,นางสาวยารอน้ะ มะแซ,นางสาวยารอน๊ะ มะแซ,คลองไทย,97
ปัตตานี,3,33,นายอับดุลสาลาม ยูโซะ,นายอับดุลสาลาม ยูโซะ,พลังประชาธิปไตย,83
ปัตตานี,3,12,นายเจะติง ดาเต็ง,นายเจะดิง ดาเล็ง,เพื่อธรรม,69
ปัตตานี,3,28,นายตอเละ ยูโซ๊ะ,นายตอเละ ยุโซ๊ะ,ทางเลือกใหม่,63
ปัตตานี,3,17,นายมะสุกรี สาเมาะ,นายมะสุกรี สาเมาะ,ไทยธรรม,62
ปัตตานี,3,27,นายอัซมัน อาแซ,นายอัซมัน อาแซ,พลังไทยรักไทย,60
ปัตตานี,3,21,นางอัมเสียะ ปูเงิน,นางฮัมเสียะ ปูเงิน,ถิ่นกาขาวชาววิไล,52
ปัตตานี,3,22,นายอายุ สะสอเต็ง,นายอายุ สะสอเล็ง,พลังไทยรักชาติ,50
ปัตตานี,3,24,นายปานุสซี สารี,นายปานุสซี สารี,ครูไทยเพื่อประชาชน,49
ปัตตานี,3,25,นายอภิเชษฐ์ เจะเต็ง,นายอภิเชษฐ์ เจะเล็ง,ประชาธิปไตยใหม่,47
ปัตตานี,3,36,นายมะลี ดามะ,นายมะลี ดามะ,ประชาไทย,45
ปัตตานี,3,35,นางสุพรรณี ศรีปาน,นางสุพรรณี ศรีปาน,ไทรักธรรม,42
ปัตตานี,3,31,นางสาวเสาเดาะ มามะ,นางสาวเสาเดาะ มามะ,ภราดรภาพ,39
ปัตตานี,3,19,นายอับดลฮาอัม หะยีเจะหลง,นายอับดุลฮากัม หะยีเจะหลง,ประชาธรรมไทย,35
ปัตตานี,3,32,นายมุฮำมัด อาแว,นายมูฮำมัด อาแว,พลเมืองไทย,26
ปัตตานี,3,20,นายแวปา แวดาเยะ,นายแวปา แวตาเยะ,ประชานิยม,23
ปัตตานี,3,2,นายมูอัมมัดน้สรี เงาะ,นายมูฮัมมัดนัสรี เงาะ,ไทยรักษาชาติ,0
ปัตตานี,4,6,นายสมมุติ เบ็ญจลักษณ์,นายสมมุติ เบ็ญจลักษณ์,ประชาชาติ,29323
ปัตตานี,4,4,นายอันวาร์ สะมาแอ,นายอันวาร์ สะมาแอ,พลังประชารัฐ,15718
ปัตตานี,4,5,นายมุฮำมัดอาลาวี บือแน,นายมูฮำมัดอาลาวี บือแน,ภูมิใจไทย,12623
ปัตตานี,4,9,นายซาตา อาแวกือจิ,นายซาตา อาแวกือจิ,รวมพลังประชาชาติไทย,8636
ปัตตานี,4,8,นายฟรีดี เบญอิบรอน,นายฟรีดี เบญอิบรอน,ประชาธิปัตย์,7685
ปัตตานี,4,10,นายวันฮเซน แวหะยี,นายวันฮูเซน แวหะยี,อนาคตใหม่,6741
ปัตตานี,4,3,นายอับดลฮารีส อดลยศาสน์,นายอับดุลฮารีส อดุลยศาสน์,เสรีรวมไทย,485
ปัตตานี,4,19,นายอิทธิพล นารนพัฒนรัตน์,นายอิทธิพล นาวินพัฒนรัตน์,ชาติไทยพัฒนา,392
ปัตตานี,4,24,นายอาแซ บิง,นายอาแซ บิง,เศรษฐกิจใหม่,328
ปัตตานี,4,1,นายเจ๊ะโมฮำหมัดอีสฟิตรี เจ๊ะโมง,นายเจ๊ะโมฮำหมัดอิสฟิตรี เจ๊ะโมง,ชาติพัฒนา,326
ปัตตานี,4,7,นายอาหะมะ เวาะผา,นายอาหะมะ เวาะผา,พลังท้องถิ่นไท,309
ปัตตานี,4,26,นางสาวมัจญ์ติยะฮ์ อาสัน,นางสาวมัจญ์ดิยะฮ์ อาสัน,ครูไทยเพื่อประชาชน,228
ปัตตานี,4,25,นายรุสดี แนราสิง,นายรุสดี แนราฮิง,ประชาธิปไตยใหม่,222
ปัตตานี,4,17,นายสูร้ยา ฮามะ,นายสูรียา ฮามะ,ไทยธรรม,207
ปัตตานี,4,29,นายมุฮัมมัดอัสนาน กาหมัะ,นายมูฮัมมัดอัสนาน กาหม๊ะ,พลังประชาธิปไตย,162
ปัตตานี,4,12,นายประสิทธิ แท่นเอียด,นายประสิทธิ์ แท่นเอียด,เพื่อชาติ,147
ปัตตานี,4,28,นายอานัส ดอร์เลาะห้,นายอานัส ดอร์เลาะห์,พลังสังคม,135
ปัตตานี,4,2,นางสาวรุสณี เอี่ยมเด,นางสาวรุสณี เอี่ยมเด,รักษ์ผืนป่าประเทศไทย,132
ปัตตานี,4,11,นายยูโซะ หามะ,นายยูโซะ หามะ,เพื่อธรรม,117
ปัตตานี,4,22,นายมะเยึง ซามุดิง,นายมะเย็ง ซามูดิง,พลังชาติไทย,110
ปัตตานี,4,27,นางแมะยะ สามะ,นางแมะยะ สามะ,พลังไทยรักไทย,95
ปัตตานี,4,14,นายอับดลตอเละ สามอ,นายอับดุลตอเละ สามอ,คลองไทย,91
ปัตตานี,4,30,นางดอยบัส ยาซึง,นางตอยบัส ยาซิง,พลเมืองไทย,85
ปัตตานี,4,15,นางสาวซูไรยา เป้ญจ์วรรณมาศ,นางสาวซูไรยา เบ็ญจ์วรรณมาศ,ประชาธรรมไทย,75
ปัตตานี,4,13,นายอิบราเฮม กอตอ,นายอิบราเฮม กอตอ,ประชานิยม,60
ปัตตานี,4,16,นางสาวนรฮายาดี บละ,นางสาวนูรฮายาตี บูละ,ประชาภิวัฒน์,58
ปัตตานี,4,21,นายมุดอ แก่,นายมูดอ แก่,ถิ่นกาขาวชาววิไล,49
ปัตตานี,4,34,นายอัมฎาณ บือซา,นายฮัมฎาณ บือซา,ประชาไทย,39
ปัตตานี,4,20,นายประสาน ยูแมน,นายประสาน ยูแมน,เพื่อแผ่นดิน,34
ปัตตานี,4,23,นายเติมศักดิ๋ ถาวรสุข,นายเติมศักดิ์ ถาวรสุข,แผ่นดินธรรม,34
ปัตตานี,4,32,นายอดลย์ สาและ,นายอดุลย์ สาและ,พลังไทยรักชาติ,26
ปัตตานี,4,33,นายฮาชัน หมักหมัน,นายฮาซัน หมักหมัน,ไทรักธรรม,25
ปัตตานี,4,31,นายตอเลาะ สาและ,นายดอเลาะ สาและ,ภราดรภาพ,12
ปัตตานี,4,18,นายอิบรออีม ยานยา,นายอิบรอฮิม ยานยา,ไทยรักษาชาติ,0
พระนครศรีอยุธยา,1,3,นายเกื้อกล ด่านชัยรจิตร,นายเกื้อกูล ด่านชัยวิจิตร,ภูมิใจไทย,33632
พระนครศรีอยุธยา,1,1,นายสุรเชษฐ์ ชัยโกศล,นายสุรเชษฐ์ ชัยโกศล,เพื่อไทย,25164
พระนครศรีอยุธยา,1,10,นายอมรเทพ สุขเนตร์,นายอมรเทพ สุขเนตร์,อนาคตใหม่,22016
พระนครศรีอยุธยา,1,9,นายมนตรี รักษาดี,นายมนตรี รักษาดี,เสรีรวมไทย,6261
พระนครศรีอยุธยา,1,2,นายสมบรณ์ มีนาค,นายสมบูรณ์ มีนาค,ประชาธิปัตย์,6198
พระนครศรีอยุธยา,1,7,นายกิตติ จูปรางค์,นายกิตติ จูปรางค์,รวมพลังประชาชาติไทย,3490
พระนครศรีอยุธยา,1,15,นายไพรัชช้ ลาภอารมณ์,นายไพรัชช์ ลาภอารมณ์,ไทยศรีวิไลย์,506
พระนครศรีอยุธยา,1,23,นายสนธยา พงษ์หาญ,นายสนธยา พงษ์หาญ,ชาติไทยพัฒนา,422
พระนครศรีอยุธยา,1,21,นายไพรินทร์ ข้นธม่วง,นายไพรินทร์ ขันธม่วง,ประชาธรรมไทย,330
พระนครศรีอยุธยา,1,22,นายณัฐวฒิ วงษ์เพิก,นายณัฐวุฒิ วงษ์เพิก,เครือข่ายชาวนาแห่งประเทศไทย,302
พระนครศรีอยุธยา,1,4,นางสาวอัญชลี วรรณพินทุ,นางสาวอัญชลี วรรณพินทุ,พลังท้องถิ่นไท,269
พระนครศรีอยุธยา,1,17,นางจรินทร์ บุญช่วย,นางจรินทร์ บุญช่วย,รักษ์ผืนป่าประเทศไทย,269
พระนครศรีอยุธยา,1,13,นางสาววิไล ฟิกเพื่องสิงห์,นางสาววิไล ฟักเฟื่องสิงห์,ชาติพัฒนา,255
พระนครศรีอยุธยา,1,5,นายศภากร สุขสวัสด,นายศุภากร สุขสวัสดิ์,ประชาธิปไตยใหม่,246
พระนครศรีอยุธยา,1,14,นางละอองดาว เวชชสัสถ์,นางละอองดาว เวชชสัสถ์,ประชาชนปฏิรูป,207
พระนครศรีอยุธยา,1,18,นายคนธพร ศรีสุข,นายคนธพร ศรีสุข,พลังชาติไทย,177
พระนครศรีอยุธยา,1,24,นายเฉลียว บำรุงญาติ,นายเฉลียว บำรุงญาติ,เพื่อชาติ,102
พระนครศรีอยุธยา,1,20,นายฉัตรชัย นาถาพลอย,นายฉัตรชัย นาถ้ำพลอย,รวมใจไทย,98
พระนครศรีอยุธยา,1,27,นางฐิตาภา อิสรานนท์,นางฐิตาภา อิสรานนท์,ภาคีเครือข่ายไทย,97
พระนครศรีอยุธยา,1,25,นายอัครวารี บุญศรีสิรีเมธากุล,นายอัครวารี บุญศรีสิริเมธากุล,พลังแรงงานไทย,88
พระนครศรีอยุธยา,1,26,นางสาวกนกพร เดชเสน,นางสาวกนกพร เดชเสน,ไทรักธรรม,78
พระนครศรีอยุธยา,1,11,นางฐิติมา ธงชัย,นางฐิติมา ธงชัย,ประชาภิวัฒน์,72
พระนครศรีอยุธยา,1,12,นางสาวดจดาว บำรุงกิจ,นางสาวดุจดาว บำรุงกิจ,ประชานิยม,53
พระนครศรีอยุธยา,1,19,นายสุทธิน้นท์ วัตระดี,นายสุทธินันท์ วัตระดี,ไทยธรรม,40
พระนครศรีอยุธยา,1,16,พันเอกอำนาจ นิธิลาภ,พันเอกอำนาจ นิธิลาภ,ภราดรภาพ,37
พระนครศรีอยุธยา,1,6,พ.ต.ท.ชำนาญ โตวงษ์,พ.ต.ท.ชำนาญ โตวงษ์,พลังประชารัฐ,0
พระนครศรีอยุธยา,1,8,นางโฉมเฉลา กระจ่างแสง,นางโฉมเฉลา กระจ่างแสง,เพื่อนไทย,0
พระนครศรีอยุธยา,2,9,นายนพ ชีวานันท์,นายนพ ชีวานันท์,เพื่อไทย,34309
พระนครศรีอยุธยา,2,2,นายกมพล สภาวสุ,นายกุมพล สภาวสุ,ภูมิใจไทย,27423
พระนครศรีอยุธยา,2,7,นายชาตรี อยู่ประเสริฐ,นายชาตรี อยูู่ประเสริฐ,พลังประชารัฐ,24831
พระนครศรีอยุธยา,2,1,นายชริน วงศ์พันธุ์เที่ยง,นายชริน วงศ์พันธ์เที่ยง,อนาคตใหม่,17995
พระนครศรีอยุธยา,2,10,นายเอกราช ใกล้สว่าง,นายเอกราช ใกล้สว่าง,ประชาธิปัตย์,3342
พระนครศรีอยุธยา,2,5,นางสาวฉวี พงษ์พนัศ,นางสาวฉวี พงษ์พนัศ,เสรีรวมไทย,1703
พระนครศรีอยุธยา,2,22,นายศภณัฐ บัดแกว,นายศุภณัฐ บัดแก้ว,เศรษฐกิจใหม่,1568
พระนครศรีอยุธยา,2,6,นายนภัทร สุขแสงทอง,นายนภัทร สุขแสงทอง,ชาติไทยพัฒนา,640
พระนครศรีอยุธยา,2,8,นายสมศักดิ้ สาระชาติ,นายสมศักดิ์ สาระชาติ,ทางเลือกใหม่,590
พระนครศรีอยุธยา,2,13,ร้อยตำรวจโทพิพัฒน์ เกตุดี,ร้อยตำรวจโทพิพัฒน์ เกตุดี,รวมใจไทย,445
พระนครศรีอยุธยา,2,3,นายพันธกานต์ ปทุมวัน,นายพันธกานต์ ปทุมวัน,พลังท้องถิ่นไท,346
พระนครศรีอยุธยา,2,27,นางสาวพเยาว์ ใจกวาง,นางสาวพเยาว์ ใจกว้าง,ไทรักธรรม,333
พระนครศรีอยุธยา,2,4,นายเสวก ทรัพย์กลำ,นายเสวก ทรัพย์กล้า,รวมพลังประชาชาติไทย,243
พระนครศรีอยุธยา,2,25,นายเฉลิมศักด์ ภาระธัญญา,นายเฉลิมศักดิ์ ภาระธัญญา,พลังครูไทย,226
พระนครศรีอยุธยา,2,20,นายเสน่ห์ จันทร์สุภา,นายเสน่ห์ จันทร์สุภา,พลเมืองไทย,224
พระนครศรีอยุธยา,2,15,นายชนสิทธิ้ กุลพญา,นายชนสิทธิ์ กุลพญา,รักษ์ผืนป่าประเทศไทย,221
พระนครศรีอยุธยา,2,12,นายธวัช บุญช่ม,นายธวัช บุญชุ่ม,ประชานิยม,192
พระนครศรีอยุธยา,2,18,นายสุรชาติ ม่วงสวย,นายสุรชาติ ม่วงสวย,ภราดรภาพ,192
พระนครศรีอยุธยา,2,21,นายพิษณ คำบุญเกิด,นายพิษณุ คำบุญเกิด,พลังชาติไทย,186
พระนครศรีอยุธยา,2,11,นายสมยศ ปัญจะ,นายสมยศ ปัญจะ,ชาติพัฒนา,171
พระนครศรีอยุธยา,2,24,นายภีรพงษ์ พันธุ์เสือทอง,นายภีรพงษ์ พันธุ์เสือทอง,เพื่อชาติ,158
พระนครศรีอยุธยา,2,19,นายอมรเทพ สงวนพรรค,นายอมรเทพ สงวนพรรค,พลังประชาธิปไตย,105
พระนครศรีอยุธยา,2,23,นางกุลจิณัณท์ ผิวแดง,นางกุลจิณัณท์ ผิวแดง,เครือข่ายชาวนาแห่งประเทศไทย,99
พระนครศรีอยุธยา,2,17,นางสาวทองสุก สารีสุข,นางสาวทองสุก สารีสุข,ประชาชนปฏิรูป,69
พระนครศรีอยุธยา,2,16,นายอทัย บ่อสุวรรณ,นายอุทัย บ่อสุวรรณ,ประชาธิปไตยใหม่,66
พระนครศรีอยุธยา,2,26,นางรัตนา กุฎีรัตน์,นางรัตนา กุฎีรัตน์,ประชาธรรมไทย,51
พระนครศรีอยุธยา,2,14,นางสุชษา ทองกลัด,นางสุชษา ทองกลัด,ประชาภิวัฒน์,49
พระนครศรีอยุธยา,3,8,นายสุรศักดิ๋ พันธุ์เจริญวรกล,นายสุรศักดิ์ พันธ์เจริญวรกุล,ภูมิใจไทย,61916
พระนครศรีอยุธยา,3,7,นายวิทยา บุรณสิริ,นายวิทยา บุรณศิริ,เพื่อไทย,37635
พระนครศรีอยุธยา,3,12,นายธนนนท์ สิมมากุล,นายธนนนท์ สิมมากุล,อนาคตใหม่,20442
พระนครศรีอยุธยา,3,3,นายอดลย์ ดาวเรือง,นายอดุลย์ ดาวเรือง,พลังประชารัฐ,11610
พระนครศรีอยุธยา,3,11,ว่าที่ ร.ต.พลัฏฐ์ มงคลเชื้อทอง,ว่าที่ ร.ต.พลัฏฐ์ มงคลเชื้อทอง,ประชาธิปัตย์,3907
พระนครศรีอยุธยา,3,4,นายธวัชชัย งามเจริญพุทธศรี,นายธวัชชัย งามเจริญพุทธศรี,เสรีรวมไทย,2116
พระนครศรีอยุธยา,3,6,นายไพฑูรย์ สุขสุภาพ,นายไพฑูรย์ สุขสุภาพ,รวมพลังประชาชาติไทย,431
พระนครศรีอยุธยา,3,1,นายคุณานนต์ นงนุช,นายคุณานนต์ นงนุช,พลังท้องถิ่นไท,410
พระนครศรีอยุธยา,3,18,นายอติศร สังข์จันทร์,นายอดิศร สังข์จันทร์,ไทยศรีวิไลย์,375
พระนครศรีอยุธยา,3,9,นายปวริศฐ์ ป็ยศรีขจรสิริ,นายปวริศฐ์ ปิยศรีขจรศิริ,รักษ์ผืนป่าประเทศไทย,334
พระนครศรีอยุธยา,3,10,นายหาญณรงค์ ระยะ,นายหาญณรงค์ ระยะ,ประชาชาติ,259
พระนครศรีอยุธยา,3,2,นางสาวพรรณธิวา จันทพรม,นางสาวพรรณธิวา จันทพรม,ชาติพัฒนา,217
พระนครศรีอยุธยา,3,5,ร.ต.ท.สุเมธ เทอดไทย,ร.ต.ท.สุเมธ เทอดไทย,ประชาภิวัฒน์,155
พระนครศรีอยุธยา,3,23,นายจารุวัฒน์ พันธุ์เจริญ,นายจารุวัฒน์ พันธุ์เจริญ,เพื่อชาติ,155
พระนครศรีอยุธยา,3,15,นายยุทธนา ไตรอุโภค,นายยุทธนา ไตรอุโภค,รวมใจไทย,133
พระนครศรีอยุธยา,3,13,นายสมัย ถมยา,นายสมัย ถมยา,พลังประชาธิปไตย,130
พระนครศรีอยุธยา,3,20,นายสุรเดช แกวบังเกิด,นายสุรเดช แก้วบังเกิด,ชาติไทยพัฒนา,122
พระนครศรีอยุธยา,3,21,นายสมศ์กติ้ โฉมจิตร์,นายสมศักดิ์ โฉมจิตร์,เครือข่ายชาวนาแห่งประเทศไทย,112
พระนครศรีอยุธยา,3,17,นายถาวร จับฬ่น,นายถาวร จับฟั่น,ประชาธิปไตยใหม่,94
พระนครศรีอยุธยา,3,19,นายเสริมพงศ์ พันธุเสือทอง,นายเสริมพงศ์ พันธุ์เสือทอง,พลังชาติไทย,85
พระนครศรีอยุธยา,3,26,นางนัยนุช ภาคศ์ลป้,นางนัยนุช ภาคศิลป์,พลังปวงชนไทย,80
พระนครศรีอยุธยา,3,25,นายอรรถพันธุ์ ภาคอินทรีย์,นายอรรถพันธ์ ภาคอินทรีย์,ไทรักธรรม,70
พระนครศรีอยุธยา,3,22,นางณรรฐพร หล่อเหลี่ยม,นางณรรฐพร หล่อเหลี่ยม,ประชาธรรมไทย,57
พระนครศรีอยุธยา,3,14,นางกองแก้ว สิงห์รักษ์,นางกองแก้ว สิงห์รักษฺ์,ประชานิยม,52
พระนครศรีอยุธยา,3,16,นางสาวฐิตาภา เขียวนอย,นางสาวฐิตาภา เขียวน้อย,ประชาชนปฏิรูป,50
พระนครศรีอยุธยา,3,24,นางสาวเกตุนภัส อัครธนะโชค,นางสาวเกตุนภัส อัครธนะโชค,ภาคีเครือข่ายไทย,38
พระนครศรีอยุธยา,4,11,นายจิรทัศ ไกรเดชา,นายจิรทัศ ไกรเดชา,เพื่อไทย,50646
พระนครศรีอยุธยา,4,7,นายองอาจ วชิรพงศ์,นายองอาจ วชิรพงศ์,พลังประชารัฐ,34105
พระนครศรีอยุธยา,4,1,นายทนงศักด์ วันอยู่,นายทนงศักดิ์ วันอยู่,อนาคตใหม่,16938
พระนครศรีอยุธยา,4,12,นายอาทิตย์เทพมงคล ทองรอด,นายอาทิตย์เทพมงคล ทองรอด,ประชาธิปัตย์,4002
พระนครศรีอยุธยา,4,9,นายสำเริง การเสถียร,นายสำเริง การเสถียร,เสรีรวมไทย,2056
พระนครศรีอยุธยา,4,8,นายศิวะพันธุ์ จันทาวฒิ,นายศิวะพันธ์ จันทาวุฒิ,ภูมิใจไทย,1975
พระนครศรีอยุธยา,4,28,นางณภัทร ธรรมพิทักษ์,นางณภัทร ธรรมพิทักษ์,เศรษฐกิจใหม่,1150
พระนครศรีอยุธยา,4,10,นายธนะสิทธิ้ ภริทิพาพันธุ์กล,นายธนะสิทธิ์ ภูริทิพาพันธ์กุล,รวมพลังประชาชาติไทย,720
พระนครศรีอยุธยา,4,3,นายวิษณุ อินทรพยุง,นายวิษณุ อินทรพยุง,ชาติพัฒนา,671
พระนครศรีอยุธยา,4,4,นายมนตรี จันทร,นายมนตรี จันทร,พลังท้องถิ่นไท,616
พระนครศรีอยุธยา,4,13,ว่าที่ ร.ต.หญิงพัชรินทร์ สมบูรณ์,ว่าที่ ร.ต.หญิงพัชรินทร์ สมบูรณ์,ทางเลือกใหม่,544
พระนครศรีอยุธยา,4,27,นายวิเชียร กิจโรณี,นายวิเชียร กิจโรณี,พลังไทยรักชาติ,430
พระนครศรีอยุธยา,4,5,นางภทรชนก อรรถานิธี,นางภทรชนก อรรถานิธี,รวมใจไทย,319
พระนครศรีอยุธยา,4,6,นางนพวรรณ ภารสาร,นางนพวรรณ ภารสาร,ประชาภิวัฒน์,244
พระนครศรีอยุธยา,4,20,น.ส.วิภาวรรณ แก้วดำ,น.ส.วิภาวรรณ แก้วดำ,ชาติไทยพัฒนา,191
พระนครศรีอยุธยา,4,17,นางสาวรัสรินทร์ ชินจัคุพรพงศ์,นางสาวรัสรินทร์ ชินจัตุพรพงศ์,ประชาชนปฏิรูป,183
พระนครศรีอยุธยา,4,19,น.สเมรดารัศม์ เขียวดีธนานนท์,น.สเมรดารัศม์ เขียวดีธนานนท์,พลังชาติไทย,179
พระนครศรีอยุธยา,4,2,รัอยตำรวจตรีภักดี คลำยคง,ร้อยตำรวจตรีภักดี คล้ายคง,ประชานิยม,172
พระนครศรีอยุธยา,4,21,นางฟาติเมาะ ศาสตร์ศิลป้,นางฟาติเมาะ ศาสตร์ศิลป์,เครือข่ายชาวนาแห่งประเทศไทย,171
พระนครศรีอยุธยา,4,14,นายเสรภณ การสมพรต,นายเสรภณ การสมพรต,ประชาธิปไตยใหม่,154
พระนครศรีอยุธยา,4,18,นายประดิษฐ์ เชาวกุล,นายประดิษฐ์ เชาวกุล,รักษ์ผืนป่าประเทศไทย,151
พระนครศรีอยุธยา,4,15,นายจิรภัทร ขุนจิตภักดี,นายจิรภัทร ขุนจิตภักดี,พลังประชาธิปไตย,146
